METER_NO,TASK,REASON
121205297391,Connect,09.04.2024 16:25:47 da haqdor: -5000.25
111210596823,Connect,09.04.2024 16:25:47 da haqdor: -44108.45
021190274270,Connect,09.04.2024 16:25:47 da haqdor: -19088.03
121205427669,Connect,09.04.2024 16:25:47 da haqdor: -3990.19
121205745867,Connect,09.04.2024 16:25:47 da haqdor: -18095.96
111210534653,Connect,09.04.2024 16:25:47 da haqdor: -38520.97
121205147592,Connect,09.04.2024 16:25:47 da haqdor: -29287.75
113210039350,Connect,09.04.2024 16:25:47 da haqdor: -249738.56
111220163307,Connect,09.04.2024 16:25:47 da haqdor: -17475
121206721326,Connect,09.04.2024 16:25:47 da haqdor: -2695.67
121206592843,Connect,09.04.2024 16:25:47 da haqdor: -98250.83
121205735553,Connect,09.04.2024 16:25:47 da haqdor: -20520.94
021198011240,Connect,09.04.2024 16:25:48 da haqdor: -66921.02
111190008391,Disconnect,09.04.2024 16:25:48 da qarzdor: 587355.72
121206140120,Connect,09.04.2024 16:25:48 da haqdor: -64953.69
EX-2798996,Connect,09.04.2024 16:25:48 da haqdor: -135602.03
121206473523,Connect,09.04.2024 16:25:48 da haqdor: -9262.53
EX-2432758,Connect,09.04.2024 16:25:48 da haqdor: -34677.91
EX-2222667,Connect,09.04.2024 16:25:48 da haqdor: -49728.07
021198181098,Connect,09.04.2024 16:25:48 da haqdor: -45058.44
EX-3146536,Connect,09.04.2024 16:25:48 da haqdor: -15004.45
021198148342,Connect,09.04.2024 16:25:48 da haqdor: -99603.69
111210064986,Disconnect,09.04.2024 16:25:48 da qarzdor: 34246.12
111200423592,Connect,09.04.2024 16:25:48 da haqdor: -3628.19
EX-2330319,Connect,09.04.2024 16:25:48 da haqdor: -138710.08
EX-2548966,Connect,09.04.2024 16:25:48 da haqdor: -4997.68
EX-2897234,Connect,09.04.2024 16:25:48 da haqdor: -50571.3
EX-3022535,Connect,09.04.2024 16:25:48 da haqdor: -79002.43
EX-3003309,Connect,09.04.2024 16:25:48 da haqdor: -57152.54
021190905164,Connect,09.04.2024 16:25:49 da haqdor: -96185.43
111200555606,Connect,09.04.2024 16:25:49 da haqdor: -60453.08
121205898825,Connect,09.04.2024 16:25:49 da haqdor: -54900.8
121205323441,Connect,09.04.2024 16:25:49 da haqdor: -7230.92
EX-2217550,Connect,09.04.2024 16:25:49 da haqdor: -62353.69
EX-3023633,Connect,09.04.2024 16:25:49 da haqdor: -33496.94
111210376239,Connect,09.04.2024 16:25:49 da haqdor: -45194.6
EX-3377155,Connect,09.04.2024 16:25:49 da haqdor: -26569.07
021221193687,Connect,09.04.2024 16:25:49 da haqdor: -103895.85
121205345442,Connect,09.04.2024 16:25:49 da haqdor: -4588.73
111220119045,Disconnect,09.04.2024 16:25:49 da qarzdor: 248494.49
111210462402,Connect,09.04.2024 16:25:49 da haqdor: -47468.3
EX-2222534,Connect,09.04.2024 16:25:49 da haqdor: -26804.91
121205477428,Connect,09.04.2024 16:25:49 da haqdor: -23209.43
021230050015,Disconnect,09.04.2024 16:25:49 da qarzdor: 3369127.84
111220178151,Disconnect,09.04.2024 16:25:49 da qarzdor: 9529
111230241211,Disconnect,09.04.2024 16:25:49 da qarzdor: 929.26
EX-2241934,Connect,09.04.2024 16:25:49 da haqdor: -10999.2
111200723574,Disconnect,09.04.2024 16:25:49 da qarzdor: 177903.29
111190068204,Connect,09.04.2024 16:25:49 da haqdor: -6285.16
EX-2218404,Connect,09.04.2024 16:25:50 da haqdor: -44437.48
021190681972,Disconnect,09.04.2024 16:25:50 da qarzdor: 1059.79
111200695929,Disconnect,09.04.2024 16:25:50 da qarzdor: 21938.25
111220142134,Connect,09.04.2024 16:25:50 da haqdor: -18908.92
121206918559,Connect,09.04.2024 16:25:50 da haqdor: -63172.79
EX-2521319,Connect,09.04.2024 16:25:50 da haqdor: -11378.29
EX-2988962,Connect,09.04.2024 16:25:50 da haqdor: -25430.4
021190219867,Connect,09.04.2024 16:25:50 da haqdor: -10260
201820015041,Connect,09.04.2024 16:25:50 da haqdor: -199470.95
111200392931,Connect,09.04.2024 16:25:50 da haqdor: -133734.44
111200456780,Connect,09.04.2024 16:25:50 da haqdor: -9469.36
111190116274,Connect,09.04.2024 16:25:50 da haqdor: -33068.28
111200900364,Connect,09.04.2024 16:25:50 da haqdor: -52111.88
111200069627,Connect,09.04.2024 16:25:50 da haqdor: -20076.5
111200351346,Connect,09.04.2024 16:25:50 da haqdor: -19848.83
111210113641,Disconnect,09.04.2024 16:25:50 da qarzdor: 111530.76
EX-3472826,Connect,09.04.2024 16:25:50 da haqdor: -83115.68
111210146700,Disconnect,09.04.2024 16:25:50 da qarzdor: 32011.04
111200115938,Connect,09.04.2024 16:25:51 da haqdor: -53188.7
111200392348,Connect,09.04.2024 16:25:51 da haqdor: -123531.88
111200959813,Connect,09.04.2024 16:25:51 da haqdor: -115297.89
111200976692,Disconnect,09.04.2024 16:25:51 da qarzdor: 7992.63
111201045164,Connect,09.04.2024 16:25:51 da haqdor: -11120.83
111200199236,Connect,09.04.2024 16:25:51 da haqdor: -2901.82
111200655683,Connect,09.04.2024 16:25:51 da haqdor: -185496.9
111200172075,Disconnect,09.04.2024 16:25:51 da qarzdor: 93287.08
111200547361,Connect,09.04.2024 16:25:51 da haqdor: -41015.29
111200665399,Connect,09.04.2024 16:25:51 da haqdor: -56165.46
021180186650,Connect,09.04.2024 16:25:51 da haqdor: -24548.6
021218376424,Connect,09.04.2024 16:25:51 da haqdor: -11080.39
111190262027,Connect,09.04.2024 16:25:51 da haqdor: -117265.19
111190226017,Connect,09.04.2024 16:25:51 da haqdor: -53886.61
EX-2090913,Connect,09.04.2024 16:25:51 da haqdor: -38170.3
111210491036,Connect,09.04.2024 16:25:51 da haqdor: -89302.87
201840005787,Connect,09.04.2024 16:25:51 da haqdor: -81482.39
021218357975,Connect,09.04.2024 16:25:51 da haqdor: -148510.79
111210193470,Connect,09.04.2024 16:25:52 da haqdor: -12482.05
111190012740,Connect,09.04.2024 16:25:52 da haqdor: -34811.87
123200438267,Disconnect,09.04.2024 16:25:52 da qarzdor: 3965622.73
111190048633,Disconnect,09.04.2024 16:25:52 da qarzdor: 93647.35
021211147161,Connect,09.04.2024 16:25:52 da haqdor: -66063.08
121205383464,Connect,09.04.2024 16:25:52 da haqdor: -7629.42
EX-2260985,Connect,09.04.2024 16:25:52 da haqdor: -17676.09
EX-2065337,Connect,09.04.2024 16:25:52 da haqdor: -19292.09
121206816520,Connect,09.04.2024 16:25:52 da haqdor: -24142.18
EX-2187026,Connect,09.04.2024 16:25:52 da haqdor: -61978.35
201930011627,Connect,09.04.2024 16:25:52 da haqdor: -16588.61
111190099075,Disconnect,09.04.2024 16:25:52 da qarzdor: 1852.06
111190309600,Connect,09.04.2024 16:25:52 da haqdor: -29384.63
EX-2124270,Connect,09.04.2024 16:25:52 da haqdor: -32804.57
021190219195,Connect,09.04.2024 16:25:52 da haqdor: -187628.8
EX-2669560,Connect,09.04.2024 16:25:52 da haqdor: -12256.9
EX-2567795,Connect,09.04.2024 16:25:52 da haqdor: -50063.83
121205468431,Connect,09.04.2024 16:25:52 da haqdor: -11488.33
EX-2260642,Connect,09.04.2024 16:25:53 da haqdor: -55014.37
201830005177,Connect,09.04.2024 16:25:53 da haqdor: -99280.91
021190222333,Connect,09.04.2024 16:25:53 da haqdor: -40955.18
111201098685,Disconnect,09.04.2024 16:25:53 da qarzdor: 14388.89
111190049393,Disconnect,09.04.2024 16:25:53 da qarzdor: 510065.17
EX-3121040,Connect,09.04.2024 16:25:53 da haqdor: -31581.1
111190282701,Connect,09.04.2024 16:25:53 da haqdor: -25128.52
111210290471,Connect,09.04.2024 16:25:53 da haqdor: -35071.91
EX-2205415,Connect,09.04.2024 16:25:53 da haqdor: -45293.11
111200916884,Disconnect,09.04.2024 16:25:53 da qarzdor: 176445.12
021190847953,Connect,09.04.2024 16:25:53 da haqdor: -109059.32
EX-2623527,Connect,09.04.2024 16:25:53 da haqdor: -10164.26
111210141285,Disconnect,09.04.2024 16:25:53 da qarzdor: 649920.76
EX-2725950,Connect,09.04.2024 16:25:53 da haqdor: -85085.17
111210613907,Connect,09.04.2024 16:25:53 da haqdor: -48005.46
111190063593,Disconnect,09.04.2024 16:25:53 da qarzdor: 637408.73
EX-2501228,Connect,09.04.2024 16:25:54 da haqdor: -61766.91
111190009024,Connect,09.04.2024 16:25:54 da haqdor: -9213.26
121206269166,Connect,09.04.2024 16:25:54 da haqdor: -117708.8
021190630297,Connect,09.04.2024 16:25:54 da haqdor: -30848.86
121206043568,Connect,09.04.2024 16:25:54 da haqdor: -33407.85
111210111935,Disconnect,09.04.2024 16:25:54 da qarzdor: 170186
121205650477,Connect,09.04.2024 16:25:54 da haqdor: -86070.29
123200475551,Connect,09.04.2024 16:25:54 da haqdor: -328147.45
121205002809,Connect,09.04.2024 16:25:54 da haqdor: -84983.84
111190029164,Connect,09.04.2024 16:25:54 da haqdor: -7693.98
121205298890,Connect,09.04.2024 16:25:54 da haqdor: -75671.95
113210030754,Connect,09.04.2024 16:25:54 da haqdor: -292963.31
111190014072,Connect,09.04.2024 16:25:54 da haqdor: -7854.09
121206682431,Disconnect,09.04.2024 16:25:54 da qarzdor: 12429518.52
111210198418,Disconnect,09.04.2024 16:25:55 da qarzdor: 864123.69
121205244188,Connect,09.04.2024 16:25:55 da haqdor: -9910.48
121206218754,Disconnect,09.04.2024 16:25:55 da qarzdor: 203870.23
121205264598,Connect,09.04.2024 16:25:55 da haqdor: -5850.54
111190017457,Disconnect,09.04.2024 16:25:55 da qarzdor: 5100.59
111200794358,Connect,09.04.2024 16:25:55 da haqdor: -6773.61
021211145006,Connect,09.04.2024 16:25:55 da haqdor: -22043.5
111190009661,Disconnect,09.04.2024 16:25:55 da qarzdor: 18390.06
121206171556,Connect,09.04.2024 16:25:55 da haqdor: -32623.11
121205234299,Connect,09.04.2024 16:25:55 da haqdor: -20294.95
111200043750,Connect,09.04.2024 16:25:55 da haqdor: -47111.42
021190984641,Connect,09.04.2024 16:25:55 da haqdor: -31502.26
021198027747,Connect,09.04.2024 16:25:55 da haqdor: -194085.1
121206761612,Connect,09.04.2024 16:25:55 da haqdor: -159556.14
121205722295,Connect,09.04.2024 16:25:55 da haqdor: -51473.82
EX-2239358,Connect,09.04.2024 16:25:56 da haqdor: -283116.68
EX-2534787,Connect,09.04.2024 16:25:56 da haqdor: -9508.05
111210340568,Connect,09.04.2024 16:25:56 da haqdor: -43253.89
021190544185,Connect,09.04.2024 16:25:56 da haqdor: -40831.28
123200415628,Connect,09.04.2024 16:25:56 da haqdor: -15256.29
111190407056,Connect,09.04.2024 16:25:56 da haqdor: -30558.36
111201061655,Connect,09.04.2024 16:25:56 da haqdor: -64650.97
EX-3077870,Connect,09.04.2024 16:25:56 da haqdor: -48961.85
EX-2814197,Connect,09.04.2024 16:25:56 da haqdor: -99512.79
EX-2122832,Connect,09.04.2024 16:25:56 da haqdor: -57791.03
121205987324,Connect,09.04.2024 16:25:56 da haqdor: -45691.76
111210480863,Connect,09.04.2024 16:25:56 da haqdor: -16416.42
EX-3086717,Connect,09.04.2024 16:25:56 da haqdor: -44694.2
111190039189,Disconnect,09.04.2024 16:25:56 da qarzdor: 3686.41
111210714946,Disconnect,09.04.2024 16:25:56 da qarzdor: 383432.57
EX-2548929,Connect,09.04.2024 16:25:56 da haqdor: -91160.39
021190519797,Connect,09.04.2024 16:25:56 da haqdor: -5143.45
021180103113,Connect,09.04.2024 16:25:56 da haqdor: -9532.4
111200418492,Connect,09.04.2024 16:25:57 da haqdor: -99544.12
EX-3236622,Connect,09.04.2024 16:25:57 da haqdor: -20323.06
111210198313,Connect,09.04.2024 16:25:57 da haqdor: -88804.47
111200121422,Connect,09.04.2024 16:25:57 da haqdor: -37004.91
EX-3527503,Connect,09.04.2024 16:25:57 da haqdor: -119175.2
111210068993,Disconnect,09.04.2024 16:25:57 da qarzdor: 32264.9
121205516020,Connect,09.04.2024 16:25:57 da haqdor: -21296.85
121205060731,Connect,09.04.2024 16:25:57 da haqdor: -3562.6
111210666178,Disconnect,09.04.2024 16:25:57 da qarzdor: 2602815.57
121206577008,Disconnect,09.04.2024 16:25:57 da qarzdor: 3295
121205110818,Connect,09.04.2024 16:25:57 da haqdor: -110883.53
EX-3093169,Connect,09.04.2024 16:25:57 da haqdor: -89793.26
021190451314,Connect,09.04.2024 16:25:57 da haqdor: -57206.8
111210199671,Disconnect,09.04.2024 16:25:57 da qarzdor: 10229.11
021190289838,Connect,09.04.2024 16:25:57 da haqdor: -55119.45
021190878318,Connect,09.04.2024 16:25:57 da haqdor: -94848.9
021190312044,Connect,09.04.2024 16:25:58 da haqdor: -244613.2
111210150007,Disconnect,09.04.2024 16:25:58 da qarzdor: 11116.13
111200632361,Connect,09.04.2024 16:25:58 da haqdor: -28349.87
111200665567,Connect,09.04.2024 16:25:58 da haqdor: -18900.67
111200882959,Connect,09.04.2024 16:25:58 da haqdor: -70122.02
111210347165,Connect,09.04.2024 16:25:58 da haqdor: -35280.97
021180067646,Connect,09.04.2024 16:25:58 da haqdor: -232180
111200793320,Disconnect,09.04.2024 16:25:58 da qarzdor: 45466.26
111210184995,Connect,09.04.2024 16:25:58 da haqdor: -48689.43
111210069328,Connect,09.04.2024 16:25:58 da haqdor: -1343.13
021190840067,Connect,09.04.2024 16:25:58 da haqdor: -45293.74
111200147371,Connect,09.04.2024 16:25:58 da haqdor: -4046.88
111201092923,Connect,09.04.2024 16:25:58 da haqdor: -86903.77
121205338033,Connect,09.04.2024 16:25:58 da haqdor: -5335.87
111200615289,Disconnect,09.04.2024 16:25:58 da qarzdor: 16727.71
111210122192,Connect,09.04.2024 16:25:58 da haqdor: -24045.58
111210291167,Disconnect,09.04.2024 16:25:58 da qarzdor: 453997.11
111210174672,Disconnect,09.04.2024 16:25:59 da qarzdor: 474246.93
021190890418,Connect,09.04.2024 16:25:59 da haqdor: -96181.7
111190103977,Connect,09.04.2024 16:25:59 da haqdor: -9960.25
121206611756,Connect,09.04.2024 16:25:59 da haqdor: -29150
123200429091,Connect,09.04.2024 16:25:59 da haqdor: -242406.31
121206217031,Connect,09.04.2024 16:25:59 da haqdor: -16540.11
111200449655,Connect,09.04.2024 16:25:59 da haqdor: -18315.23
121205846685,Connect,09.04.2024 16:25:59 da haqdor: -35058.26
121205386787,Connect,09.04.2024 16:25:59 da haqdor: -85324.21
EX-2169313,Connect,09.04.2024 16:25:59 da haqdor: -103180.1
121206664741,Disconnect,09.04.2024 16:25:59 da qarzdor: 7386.37
121206371539,Connect,09.04.2024 16:25:59 da haqdor: -62957.9
121205822104,Connect,09.04.2024 16:25:59 da haqdor: -1399.43
111190097477,Disconnect,09.04.2024 16:25:59 da qarzdor: 129533.77
113210092679,Connect,09.04.2024 16:25:59 da haqdor: -99304.33
111210480674,Connect,09.04.2024 16:25:59 da haqdor: -115041.21
121205253166,Connect,09.04.2024 16:25:59 da haqdor: -51458.33
111210593722,Disconnect,09.04.2024 16:26:00 da qarzdor: 314726.89
121206404282,Connect,09.04.2024 16:26:00 da haqdor: -7538.78
111210178047,Connect,09.04.2024 16:26:00 da haqdor: -5936.66
111210597039,Connect,09.04.2024 16:26:00 da haqdor: -41636.37
121205736522,Connect,09.04.2024 16:26:00 da haqdor: -14328.42
021180192566,Connect,09.04.2024 16:26:00 da haqdor: -215024.25
111210577475,Disconnect,09.04.2024 16:26:00 da qarzdor: 335619.49
111210025310,Disconnect,09.04.2024 16:26:00 da qarzdor: 109711.48
111190256358,Connect,09.04.2024 16:26:00 da haqdor: -29930.56
EX-2232560,Connect,09.04.2024 16:26:00 da haqdor: -16968.02
121206004140,Connect,09.04.2024 16:26:00 da haqdor: -49085.54
111210068676,Disconnect,09.04.2024 16:26:00 da qarzdor: 70520.54
111200683132,Disconnect,09.04.2024 16:26:00 da qarzdor: 20585.83
121205110632,Connect,09.04.2024 16:26:00 da haqdor: -72471.02
EX-2633259,Connect,09.04.2024 16:26:00 da haqdor: -121847.89
EX-2091298,Connect,09.04.2024 16:26:00 da haqdor: -80636.56
021191103218,Connect,09.04.2024 16:26:00 da haqdor: -79644.78
121205661614,Connect,09.04.2024 16:26:01 da haqdor: -66924.62
121205027505,Connect,09.04.2024 16:26:01 da haqdor: -99312.16
EX-2258275,Disconnect,09.04.2024 16:26:01 da qarzdor: 370.7
021198251741,Connect,09.04.2024 16:26:01 da haqdor: -39808.49
111220161938,Disconnect,09.04.2024 16:26:01 da qarzdor: 13140
EX-2765438,Connect,09.04.2024 16:26:01 da haqdor: -17995.92
111210763113,Disconnect,09.04.2024 16:26:01 da qarzdor: 3153665.82
201820027610,Connect,09.04.2024 16:26:01 da haqdor: -47039.19
111200318073,Connect,09.04.2024 16:26:01 da haqdor: -77094.74
121205498965,Connect,09.04.2024 16:26:01 da haqdor: -49705.2
121206789858,Connect,09.04.2024 16:26:01 da haqdor: -60490
111210706028,Disconnect,09.04.2024 16:26:01 da qarzdor: 69675.88
021180014687,Connect,09.04.2024 16:26:01 da haqdor: -79241.11
111220067682,Connect,09.04.2024 16:26:01 da haqdor: -6795.76
121205342269,Connect,09.04.2024 16:26:01 da haqdor: -107596.2
021190777030,Connect,09.04.2024 16:26:01 da haqdor: -87840.6
111200076192,Connect,09.04.2024 16:26:01 da haqdor: -54806.41
111200333733,Connect,09.04.2024 16:26:01 da haqdor: -3425.68
121206452281,Connect,09.04.2024 16:26:01 da haqdor: -17490.38
121205161663,Connect,09.04.2024 16:26:02 da haqdor: -48986.42
121205050037,Connect,09.04.2024 16:26:02 da haqdor: -7674.12
121205436165,Connect,09.04.2024 16:26:02 da haqdor: -35985.45
121206260695,Connect,09.04.2024 16:26:02 da haqdor: -74886.37
121205428397,Connect,09.04.2024 16:26:02 da haqdor: -51900.2
111210531670,Connect,09.04.2024 16:26:02 da haqdor: -18041.22
021198280077,Connect,09.04.2024 16:26:02 da haqdor: -29991.08
121206514751,Connect,09.04.2024 16:26:02 da haqdor: -47459.85
121205734807,Connect,09.04.2024 16:26:02 da haqdor: -22119.21
121206777668,Connect,09.04.2024 16:26:02 da haqdor: -59905.17
021190800066,Connect,09.04.2024 16:26:02 da haqdor: -71121.58
111220166840,Connect,09.04.2024 16:26:02 da haqdor: -32602
121205219496,Connect,09.04.2024 16:26:02 da haqdor: -66042.34
111190063285,Disconnect,09.04.2024 16:26:02 da qarzdor: 1230411
121206399922,Connect,09.04.2024 16:26:02 da haqdor: -13865.34
EX-3094706,Connect,09.04.2024 16:26:02 da haqdor: -8561.83
EX-2744658,Connect,09.04.2024 16:26:02 da haqdor: -14863.3
023190039395,Connect,09.04.2024 16:26:02 da haqdor: -4235.12
111200712921,Connect,09.04.2024 16:26:02 da haqdor: -129844.77
EX-3116099,Connect,09.04.2024 16:26:03 da haqdor: -34740.57
121206375258,Connect,09.04.2024 16:26:03 da haqdor: -51231.1
111210268725,Disconnect,09.04.2024 16:26:03 da qarzdor: 604513.47
111190135351,Connect,09.04.2024 16:26:03 da haqdor: -58383.69
121206197425,Connect,09.04.2024 16:26:03 da haqdor: -97294.35
111201050812,Disconnect,09.04.2024 16:26:03 da qarzdor: 92144.88
111200237584,Connect,09.04.2024 16:26:03 da haqdor: -35563.74
EX-2735376,Connect,09.04.2024 16:26:03 da haqdor: -40675.05
111210752143,Disconnect,09.04.2024 16:26:03 da qarzdor: 313490.31
EX-2488076,Connect,09.04.2024 16:26:03 da haqdor: -29873.82
EX-3183793,Connect,09.04.2024 16:26:03 da haqdor: -34830.3
111210375818,Connect,09.04.2024 16:26:03 da haqdor: -24274.36
EX-3338568,Disconnect,09.04.2024 16:26:03 da qarzdor: 24249.7
111210768270,Disconnect,09.04.2024 16:26:03 da qarzdor: 1590343.5
121206027923,Connect,09.04.2024 16:26:03 da haqdor: -75352.95
EX-3114967,Disconnect,09.04.2024 16:26:03 da qarzdor: 937.62
EX-2239604,Disconnect,09.04.2024 16:26:03 da qarzdor: 120.73
111210756393,Connect,09.04.2024 16:26:03 da haqdor: -128519.09
111210657697,Disconnect,09.04.2024 16:26:03 da qarzdor: 6878319.79
111190299240,Disconnect,09.04.2024 16:26:04 da qarzdor: 50556.68
111210174810,Connect,09.04.2024 16:26:04 da haqdor: -28597.09
111190003555,Disconnect,09.04.2024 16:26:04 da qarzdor: 436047.52
121205908237,Connect,09.04.2024 16:26:04 da haqdor: -6935.18
121205037162,Connect,09.04.2024 16:26:04 da haqdor: -24102.17
111190004575,Connect,09.04.2024 16:26:04 da haqdor: -10665.72
121206150207,Connect,09.04.2024 16:26:04 da haqdor: -72646.6
EX-2821328,Connect,09.04.2024 16:26:04 da haqdor: -16205.5
111210754029,Disconnect,09.04.2024 16:26:04 da qarzdor: 5095424.54
111200408115,Connect,09.04.2024 16:26:04 da haqdor: -19741.07
111210153516,Connect,09.04.2024 16:26:04 da haqdor: -30722.08
111200132176,Disconnect,09.04.2024 16:26:04 da qarzdor: 61677.94
123200507212,Connect,09.04.2024 16:26:04 da haqdor: -83471.63
111190292532,Disconnect,09.04.2024 16:26:04 da qarzdor: 42985
EX-2225280,Connect,09.04.2024 16:26:04 da haqdor: -70288.4
111210802851,Disconnect,09.04.2024 16:26:04 da qarzdor: 371302.09
021190933492,Connect,09.04.2024 16:26:04 da haqdor: -4336.97
111200853739,Connect,09.04.2024 16:26:04 da haqdor: -133685.2
111200850051,Connect,09.04.2024 16:26:04 da haqdor: -63968.12
111210235587,Connect,09.04.2024 16:26:04 da haqdor: -83706.45
111200609086,Connect,09.04.2024 16:26:05 da haqdor: -19040.78
111201015462,Connect,09.04.2024 16:26:05 da haqdor: -63139.2
021190831808,Connect,09.04.2024 16:26:05 da haqdor: -25775.5
111201119042,Connect,09.04.2024 16:26:05 da haqdor: -17430.73
121205448936,Disconnect,09.04.2024 16:26:05 da qarzdor: 520.8
021190313903,Connect,09.04.2024 16:26:05 da haqdor: -42857.4
111200229099,Connect,09.04.2024 16:26:05 da haqdor: -32057.2
021190300103,Connect,09.04.2024 16:26:05 da haqdor: -36701.3
021190311108,Connect,09.04.2024 16:26:05 da haqdor: -79727.05
021190926622,Connect,09.04.2024 16:26:05 da haqdor: -69867.16
021190820377,Connect,09.04.2024 16:26:05 da haqdor: -70947.73
021190782642,Connect,09.04.2024 16:26:05 da haqdor: -9285
111210208940,Disconnect,09.04.2024 16:26:05 da qarzdor: 305629.35
111200425905,Connect,09.04.2024 16:26:05 da haqdor: -12787.82
111210106184,Disconnect,09.04.2024 16:26:05 da qarzdor: 96396.54
111210367028,Connect,09.04.2024 16:26:05 da haqdor: -71708.54
111210169772,Connect,09.04.2024 16:26:05 da haqdor: -93907.54
021190317572,Connect,09.04.2024 16:26:05 da haqdor: -48280
111200262553,Connect,09.04.2024 16:26:06 da haqdor: -32882.12
111200508056,Disconnect,09.04.2024 16:26:06 da qarzdor: 35636
111210177300,Disconnect,09.04.2024 16:26:06 da qarzdor: 3404.6
021198111213,Connect,09.04.2024 16:26:06 da haqdor: -54031.4
111210405253,Connect,09.04.2024 16:26:06 da haqdor: -47047.2
111200699139,Connect,09.04.2024 16:26:06 da haqdor: -27218.23
021218311689,Connect,09.04.2024 16:26:06 da haqdor: -24084.91
111200450434,Connect,09.04.2024 16:26:06 da haqdor: -4589.2
111200513853,Connect,09.04.2024 16:26:06 da haqdor: -61717.44
111190057014,Disconnect,09.04.2024 16:26:06 da qarzdor: 609947.58
021190971891,Connect,09.04.2024 16:26:06 da haqdor: -10115.86
111210364443,Disconnect,09.04.2024 16:26:06 da qarzdor: 43767.25
111210433288,Disconnect,09.04.2024 16:26:06 da qarzdor: 5792.4
021190531217,Connect,09.04.2024 16:26:06 da haqdor: -47833.68
111210104125,Connect,09.04.2024 16:26:06 da haqdor: -40957.37
201910000983,Connect,09.04.2024 16:26:06 da haqdor: -48295.93
121206428239,Connect,09.04.2024 16:26:06 da haqdor: -19550.99
121205347954,Connect,09.04.2024 16:26:06 da haqdor: -77346.14
201830024888,Connect,09.04.2024 16:26:07 da haqdor: -369030.75
021190590181,Connect,09.04.2024 16:26:07 da haqdor: -142150.65
121206043236,Connect,09.04.2024 16:26:07 da haqdor: -51133.92
EX-2722483,Connect,09.04.2024 16:26:07 da haqdor: -36546.91
EX-2738617,Connect,09.04.2024 16:26:07 da haqdor: -7415.13
121206820979,Connect,09.04.2024 16:26:07 da haqdor: -8309.05
111190078145,Connect,09.04.2024 16:26:07 da haqdor: -76908.34
121206688691,Connect,09.04.2024 16:26:07 da haqdor: -33305.73
121205851061,Connect,09.04.2024 16:26:07 da haqdor: -28862.82
111190328002,Connect,09.04.2024 16:26:07 da haqdor: -79059.22
123200483935,Connect,09.04.2024 16:26:07 da haqdor: -63371.49
111190237806,Connect,09.04.2024 16:26:07 da haqdor: -7147.7
021190835921,Connect,09.04.2024 16:26:07 da haqdor: -52859.2
111190012528,Connect,09.04.2024 16:26:07 da haqdor: -5763.9
111210672962,Connect,09.04.2024 16:26:07 da haqdor: -69322.71
EX-160718,Connect,09.04.2024 16:26:07 da haqdor: -39516.26
111210715856,Disconnect,09.04.2024 16:26:07 da qarzdor: 152461
111210848282,Connect,09.04.2024 16:26:07 da haqdor: -97475.49
EX-3021942,Connect,09.04.2024 16:26:08 da haqdor: -74072.54
021218369217,Connect,09.04.2024 16:26:08 da haqdor: -47392.19
121206582210,Disconnect,09.04.2024 16:26:08 da qarzdor: 5435
111210802527,Disconnect,09.04.2024 16:26:08 da qarzdor: 96741.65
EX-3599903,Connect,09.04.2024 16:26:08 da haqdor: -34329.15
121206150115,Connect,09.04.2024 16:26:08 da haqdor: -22143.04
EX-3416255,Connect,09.04.2024 16:26:08 da haqdor: -88586.06
EX-2129087,Connect,09.04.2024 16:26:08 da haqdor: -34761.3
111200784744,Disconnect,09.04.2024 16:26:08 da qarzdor: 64422.28
111210260153,Connect,09.04.2024 16:26:08 da haqdor: -109045.42
121206568173,Connect,09.04.2024 16:26:08 da haqdor: -4938.1
021180023888,Connect,09.04.2024 16:26:08 da haqdor: -22574.87
111190251520,Disconnect,09.04.2024 16:26:08 da qarzdor: 66782.57
111210757352,Disconnect,09.04.2024 16:26:08 da qarzdor: 346590.93
111190084831,Disconnect,09.04.2024 16:26:08 da qarzdor: 196481.4
111200044497,Disconnect,09.04.2024 16:26:08 da qarzdor: 142816.58
111200687045,Connect,09.04.2024 16:26:08 da haqdor: -85118.94
021191038438,Connect,09.04.2024 16:26:08 da haqdor: -42075.96
EX-2488412,Connect,09.04.2024 16:26:08 da haqdor: -9230
EX-3572169,Connect,09.04.2024 16:26:09 da haqdor: -940.35
EX-3562438,Disconnect,09.04.2024 16:26:09 da qarzdor: 451262.73
123200417641,Connect,09.04.2024 16:26:09 da haqdor: -98900.13
121206450872,Disconnect,09.04.2024 16:26:09 da qarzdor: 24443.54
201830010246,Disconnect,09.04.2024 16:26:09 da qarzdor: 750685.68
111220088857,Connect,09.04.2024 16:26:09 da haqdor: -18479.04
121206500208,Connect,09.04.2024 16:26:09 da haqdor: -5825.73
121206261177,Connect,09.04.2024 16:26:09 da haqdor: -16442.3
121206533091,Connect,09.04.2024 16:26:09 da haqdor: -8141.04
111210199346,Connect,09.04.2024 16:26:09 da haqdor: -52268.74
021198178031,Connect,09.04.2024 16:26:09 da haqdor: -10534.04
111210802849,Disconnect,09.04.2024 16:26:09 da qarzdor: 675544.72
021190457371,Connect,09.04.2024 16:26:09 da haqdor: -5148.1
111210805712,Disconnect,09.04.2024 16:26:09 da qarzdor: 2927010.31
121205246478,Connect,09.04.2024 16:26:09 da haqdor: -9466.36
021191010126,Connect,09.04.2024 16:26:09 da haqdor: -92014.63
111210016800,Disconnect,09.04.2024 16:26:09 da qarzdor: 119192.39
