METER_NO,TASK,REASON
111200293048,Disconnect,09.04.2024 16:26:58 da qarzdor: 1641822.91
EX-3387625,Disconnect,09.04.2024 16:26:58 da qarzdor: 82993.22
111200139205,Connect,09.04.2024 16:26:58 da haqdor: -39592.48
111190346310,Disconnect,09.04.2024 16:26:58 da qarzdor: 1030882.77
111200475978,Connect,09.04.2024 16:26:58 da haqdor: -80802.18
111210302262,Disconnect,09.04.2024 16:26:58 da qarzdor: 241918.58
111200142982,Disconnect,09.04.2024 16:26:58 da qarzdor: 97429.05
021180090333,Connect,09.04.2024 16:26:58 da haqdor: -51837.12
021180080817,Connect,09.04.2024 16:26:58 da haqdor: -11942.84
111200924806,Connect,09.04.2024 16:26:58 da haqdor: -52062.36
111200687503,Connect,09.04.2024 16:26:58 da haqdor: -133963.41
111200490378,Disconnect,09.04.2024 16:26:59 da qarzdor: 137863.66
021190591344,Connect,09.04.2024 16:26:59 da haqdor: -44647.65
021180057908,Connect,09.04.2024 16:26:59 da haqdor: -95695.26
021190505178,Connect,09.04.2024 16:26:59 da haqdor: -8220.12
111200701809,Connect,09.04.2024 16:26:59 da haqdor: -52397.38
021230312790,Disconnect,09.04.2024 16:26:59 da qarzdor: 235774.22
121206667240,Connect,09.04.2024 16:26:59 da haqdor: -16858.1
EX-2547553,Connect,09.04.2024 16:26:59 da haqdor: -9580.02
EX-2212008,Connect,09.04.2024 16:26:59 da haqdor: -46243.44
121205499317,Connect,09.04.2024 16:26:59 da haqdor: -86774.78
111220068334,Connect,09.04.2024 16:26:59 da haqdor: -18280
EX-2483219,Connect,09.04.2024 16:26:59 da haqdor: -129851.07
EX-2108536,Connect,09.04.2024 16:27:00 da haqdor: -98758.94
EX-2468239,Connect,09.04.2024 16:27:00 da haqdor: -31867.45
121205349584,Connect,09.04.2024 16:27:00 da haqdor: -126845.64
EX-2750678,Connect,09.04.2024 16:27:00 da haqdor: -927.75
EX-2521071,Connect,09.04.2024 16:27:00 da haqdor: -440549.47
111210870695,Disconnect,09.04.2024 16:27:00 da qarzdor: 604832.61
EX-2697844,Connect,09.04.2024 16:27:01 da haqdor: -19063.1
113230200936,Connect,09.04.2024 16:27:01 da haqdor: -29677.58
111220009077,Disconnect,09.04.2024 16:27:01 da qarzdor: 350884.97
111200551221,Connect,09.04.2024 16:27:01 da haqdor: -39859.78
111190012968,Connect,09.04.2024 16:27:01 da haqdor: -23553.69
111230223295,Disconnect,09.04.2024 16:27:01 da qarzdor: 105285.25
111200466336,Connect,09.04.2024 16:27:01 da haqdor: -15460.08
121205155278,Disconnect,09.04.2024 16:27:01 da qarzdor: 9057.81
121205797208,Connect,09.04.2024 16:27:01 da haqdor: -184984.15
EX-3048506,Connect,09.04.2024 16:27:01 da haqdor: -48312.55
121205775807,Connect,09.04.2024 16:27:01 da haqdor: -12594.93
EX-162061,Connect,09.04.2024 16:27:01 da haqdor: -36493.24
121206564780,Connect,09.04.2024 16:27:01 da haqdor: -38913.91
121205719007,Connect,09.04.2024 16:27:01 da haqdor: -27855.09
201920046552,Connect,09.04.2024 16:27:02 da haqdor: -20884
121206198326,Connect,09.04.2024 16:27:02 da haqdor: -40885.5
021191113361,Connect,09.04.2024 16:27:02 da haqdor: -39552.81
121205027428,Connect,09.04.2024 16:27:02 da haqdor: -120458.82
111201056009,Connect,09.04.2024 16:27:02 da haqdor: -35180.47
121205429160,Connect,09.04.2024 16:27:02 da haqdor: -11546.08
021180086138,Connect,09.04.2024 16:27:02 da haqdor: -68.69
EX-3011460,Connect,09.04.2024 16:27:02 da haqdor: -103649.68
111210199506,Connect,09.04.2024 16:27:02 da haqdor: -14425.5
111230244137,Disconnect,09.04.2024 16:27:02 da qarzdor: 684718.61
021198219743,Connect,09.04.2024 16:27:02 da haqdor: -33902.09
121205122521,Connect,09.04.2024 16:27:02 da haqdor: -55034.2
021180089726,Connect,09.04.2024 16:27:02 da haqdor: -25195.74
021198027854,Connect,09.04.2024 16:27:02 da haqdor: -89940.62
121206398443,Connect,09.04.2024 16:27:02 da haqdor: -25055.9
201840029742,Connect,09.04.2024 16:27:02 da haqdor: -193677.44
111200169965,Disconnect,09.04.2024 16:27:03 da qarzdor: 47374.51
111201018915,Disconnect,09.04.2024 16:27:03 da qarzdor: 1130.51
111200022793,Connect,09.04.2024 16:27:03 da haqdor: -29626.77
111190056805,Connect,09.04.2024 16:27:03 da haqdor: -65079.47
111200430224,Disconnect,09.04.2024 16:27:03 da qarzdor: 262352.57
111190374121,Connect,09.04.2024 16:27:03 da haqdor: -52745.82
111190096688,Disconnect,09.04.2024 16:27:03 da qarzdor: 74258.59
121206565759,Connect,09.04.2024 16:27:03 da haqdor: -18915
121205221264,Connect,09.04.2024 16:27:03 da haqdor: -28313.87
121205253680,Connect,09.04.2024 16:27:03 da haqdor: -7064.96
111190076426,Connect,09.04.2024 16:27:03 da haqdor: -51.52
021198012045,Connect,09.04.2024 16:27:03 da haqdor: -108805.66
121205161190,Disconnect,09.04.2024 16:27:03 da qarzdor: 271.07
121206102361,Connect,09.04.2024 16:27:03 da haqdor: -38150.12
121206526593,Connect,09.04.2024 16:27:03 da haqdor: -88560
201920001461,Connect,09.04.2024 16:27:03 da haqdor: -97571.55
021190989770,Connect,09.04.2024 16:27:04 da haqdor: -18008.97
121205379010,Connect,09.04.2024 16:27:04 da haqdor: -31000.8
021190880854,Connect,09.04.2024 16:27:04 da haqdor: -29091.01
121206102252,Connect,09.04.2024 16:27:04 da haqdor: -26436.32
121205500418,Connect,09.04.2024 16:27:04 da haqdor: -40794.01
121205483019,Connect,09.04.2024 16:27:04 da haqdor: -23825.63
201830015450,Connect,09.04.2024 16:27:04 da haqdor: -18322.47
EX-2087657,Connect,09.04.2024 16:27:04 da haqdor: -44209.94
EX-171152,Connect,09.04.2024 16:27:04 da haqdor: -66338.3
121206512971,Disconnect,09.04.2024 16:27:04 da qarzdor: 19255.75
021198254355,Connect,09.04.2024 16:27:04 da haqdor: -22007.62
021198016533,Connect,09.04.2024 16:27:04 da haqdor: -49732.86
111200448398,Connect,09.04.2024 16:27:04 da haqdor: -48837.46
EX-2297165,Connect,09.04.2024 16:27:04 da haqdor: -26821
111210701756,Disconnect,09.04.2024 16:27:05 da qarzdor: 4186.47
EX-2119336,Connect,09.04.2024 16:27:05 da haqdor: -34839.18
EX-2415517,Connect,09.04.2024 16:27:05 da haqdor: -62492.25
111210702192,Disconnect,09.04.2024 16:27:05 da qarzdor: 131013.83
111210889043,Connect,09.04.2024 16:27:05 da haqdor: -20548.64
021180152137,Connect,09.04.2024 16:27:05 da haqdor: -172494.28
121205682370,Connect,09.04.2024 16:27:05 da haqdor: -69424.77
121205378462,Connect,09.04.2024 16:27:05 da haqdor: -80165.09
121205140342,Connect,09.04.2024 16:27:05 da haqdor: -116954.78
021190657518,Connect,09.04.2024 16:27:05 da haqdor: -32172.84
113210073343,Connect,09.04.2024 16:27:05 da haqdor: -23428.25
111190115357,Connect,09.04.2024 16:27:05 da haqdor: -13154.8
EX-3367406,Connect,09.04.2024 16:27:05 da haqdor: -33349.51
EX-2377090,Disconnect,09.04.2024 16:27:05 da qarzdor: 363.8
021198073679,Disconnect,09.04.2024 16:27:05 da qarzdor: 138.61
021190333787,Connect,09.04.2024 16:27:05 da haqdor: -67854.84
111190264124,Connect,09.04.2024 16:27:05 da haqdor: -175875.86
021190320457,Connect,09.04.2024 16:27:06 da haqdor: -97555.02
111210081769,Connect,09.04.2024 16:27:06 da haqdor: -33872.76
111200395201,Connect,09.04.2024 16:27:06 da haqdor: -64470.8
111200187325,Connect,09.04.2024 16:27:06 da haqdor: -78347.01
111210829073,Connect,09.04.2024 16:27:06 da haqdor: -48261.37
111200611475,Connect,09.04.2024 16:27:06 da haqdor: -77025.46
021190762884,Connect,09.04.2024 16:27:06 da haqdor: -8318.96
021190601539,Connect,09.04.2024 16:27:06 da haqdor: -37622.23
111200501651,Disconnect,09.04.2024 16:27:06 da qarzdor: 94059.64
023190017609,Connect,09.04.2024 16:27:06 da haqdor: -26011.45
021218325377,Connect,09.04.2024 16:27:06 da haqdor: -150807.89
111210611014,Disconnect,09.04.2024 16:27:06 da qarzdor: 4155452.83
021190759027,Connect,09.04.2024 16:27:06 da haqdor: -49317.16
021190569934,Connect,09.04.2024 16:27:06 da haqdor: -34303.32
021190986753,Connect,09.04.2024 16:27:06 da haqdor: -24232.5
021190246627,Connect,09.04.2024 16:27:06 da haqdor: -14727.55
111200242477,Disconnect,09.04.2024 16:27:06 da qarzdor: 25104.93
021190394981,Connect,09.04.2024 16:27:07 da haqdor: -221666.5
111201086712,Disconnect,09.04.2024 16:27:07 da qarzdor: 200250.96
021190252832,Connect,09.04.2024 16:27:07 da haqdor: -54104.26
021218321308,Connect,09.04.2024 16:27:07 da haqdor: -43674.84
021190505787,Connect,09.04.2024 16:27:07 da haqdor: -83681.17
021198058547,Connect,09.04.2024 16:27:07 da haqdor: -58792.83
111200482980,Connect,09.04.2024 16:27:07 da haqdor: -50941.39
021180178555,Connect,09.04.2024 16:27:07 da haqdor: -20520
111190082411,Disconnect,09.04.2024 16:27:08 da qarzdor: 384504.31
021190196733,Connect,09.04.2024 16:27:08 da haqdor: -204492.77
111200618067,Disconnect,09.04.2024 16:27:08 da qarzdor: 810673.68
021198038942,Connect,09.04.2024 16:27:08 da haqdor: -110797.22
021190304266,Connect,09.04.2024 16:27:08 da haqdor: -139326
111220141655,Disconnect,09.04.2024 16:27:08 da qarzdor: 16965.78
021191001838,Connect,09.04.2024 16:27:09 da haqdor: -38470.14
111200318767,Connect,09.04.2024 16:27:09 da haqdor: -37532.67
111210144129,Connect,09.04.2024 16:27:09 da haqdor: -9298.7
021190589910,Connect,09.04.2024 16:27:09 da haqdor: -75691.6
111201044680,Connect,09.04.2024 16:27:09 da haqdor: -14391.84
121206728467,Connect,09.04.2024 16:27:09 da haqdor: -139483.63
EX-2092891,Connect,09.04.2024 16:27:10 da haqdor: -68285.35
021190568136,Connect,09.04.2024 16:27:10 da haqdor: -25128.63
121205378706,Connect,09.04.2024 16:27:10 da haqdor: -29947.37
EX-2626473,Connect,09.04.2024 16:27:10 da haqdor: -42000.49
113210017976,Connect,09.04.2024 16:27:10 da haqdor: -253945.32
121206149938,Connect,09.04.2024 16:27:10 da haqdor: -15741.9
EX-3063795,Connect,09.04.2024 16:27:10 da haqdor: -29808.35
111190116395,Connect,09.04.2024 16:27:11 da haqdor: -109602.2
111200374725,Disconnect,09.04.2024 16:27:11 da qarzdor: 766007.58
021180084483,Connect,09.04.2024 16:27:11 da haqdor: -11297.81
111210770344,Disconnect,09.04.2024 16:27:11 da qarzdor: 2251959.09
121205131176,Connect,09.04.2024 16:27:11 da haqdor: -14189.56
EX-2550805,Connect,09.04.2024 16:27:11 da haqdor: -2193.3
111220158332,Connect,09.04.2024 16:27:12 da haqdor: -72984.22
021190823129,Connect,09.04.2024 16:27:12 da haqdor: -21770.63
021190852186,Connect,09.04.2024 16:27:12 da haqdor: -4407.3
201930023906,Connect,09.04.2024 16:27:12 da haqdor: -21782.59
EX-2509710,Connect,09.04.2024 16:27:12 da haqdor: -38298.25
EX-2455332,Connect,09.04.2024 16:27:13 da haqdor: -2395.13
111210589011,Disconnect,09.04.2024 16:27:13 da qarzdor: 8790.51
111201081824,Connect,09.04.2024 16:27:13 da haqdor: -9728.15
EX-2279942,Connect,09.04.2024 16:27:13 da haqdor: -15519.3
EX-3020943,Connect,09.04.2024 16:27:13 da haqdor: -6706.03
111210365650,Connect,09.04.2024 16:27:13 da haqdor: -5421.69
EX-2420079,Connect,09.04.2024 16:27:14 da haqdor: -30153.6
111200808359,Connect,09.04.2024 16:27:14 da haqdor: -27014.01
EX-2643456,Connect,09.04.2024 16:27:14 da haqdor: -11081.63
111200382254,Connect,09.04.2024 16:27:14 da haqdor: -138077.8
EX-2218708,Connect,09.04.2024 16:27:14 da haqdor: -152093.76
111210559160,Connect,09.04.2024 16:27:14 da haqdor: -39933.81
EX-2358546,Disconnect,09.04.2024 16:27:14 da qarzdor: 187066.08
021180100057,Connect,09.04.2024 16:27:14 da haqdor: -66634.31
111210526417,Connect,09.04.2024 16:27:14 da haqdor: -76761.04
EX-2283558,Connect,09.04.2024 16:27:15 da haqdor: -36926.9
021180081094,Connect,09.04.2024 16:27:15 da haqdor: -103346.5
021198020640,Connect,09.04.2024 16:27:15 da haqdor: -36929.11
111200336349,Connect,09.04.2024 16:27:15 da haqdor: -150042.39
021218333696,Connect,09.04.2024 16:27:15 da haqdor: -143047.15
111190060437,Disconnect,09.04.2024 16:27:15 da qarzdor: 4456.89
111200759213,Connect,09.04.2024 16:27:15 da haqdor: -3098.3
111210793909,Disconnect,09.04.2024 16:27:15 da qarzdor: 48372.77
111190013728,Connect,09.04.2024 16:27:15 da haqdor: -8869.94
111210165679,Connect,09.04.2024 16:27:15 da haqdor: -99932
EX-2901377,Connect,09.04.2024 16:27:15 da haqdor: -76660.67
111220002816,Disconnect,09.04.2024 16:27:15 da qarzdor: 30555.41
EX-2216452,Connect,09.04.2024 16:27:15 da haqdor: -138271.3
EX-3467716,Connect,09.04.2024 16:27:15 da haqdor: -31656.7
EX-3503231,Connect,09.04.2024 16:27:15 da haqdor: -115888.49
111230231900,Disconnect,09.04.2024 16:27:16 da qarzdor: 264195.3
111190094983,Connect,09.04.2024 16:27:16 da haqdor: -13615.76
111200344093,Connect,09.04.2024 16:27:16 da haqdor: -32499.56
111210386951,Connect,09.04.2024 16:27:16 da haqdor: -31518.74
113210066152,Connect,09.04.2024 16:27:16 da haqdor: -51000
021191008182,Connect,09.04.2024 16:27:16 da haqdor: -9610.9
121205001736,Connect,09.04.2024 16:27:16 da haqdor: -96217.92
111190084353,Disconnect,09.04.2024 16:27:16 da qarzdor: 80440.23
111220039016,Connect,09.04.2024 16:27:16 da haqdor: -11825.79
021218362614,Connect,09.04.2024 16:27:16 da haqdor: -99930.16
121206240990,Connect,09.04.2024 16:27:16 da haqdor: -98576.86
121206044315,Connect,09.04.2024 16:27:16 da haqdor: -40904.02
201920058120,Connect,09.04.2024 16:27:16 da haqdor: -48991.83
121206227675,Connect,09.04.2024 16:27:17 da haqdor: -63083.96
021198012991,Connect,09.04.2024 16:27:17 da haqdor: -129447.79
121205013611,Connect,09.04.2024 16:27:17 da haqdor: -43114.51
111190095997,Disconnect,09.04.2024 16:27:17 da qarzdor: 11174.51
EX-2565463,Connect,09.04.2024 16:27:17 da haqdor: -76308.16
121206725427,Connect,09.04.2024 16:27:17 da haqdor: -9784.35
121206491095,Connect,09.04.2024 16:27:17 da haqdor: -51592.57
121205727697,Connect,09.04.2024 16:27:17 da haqdor: -97198.7
121206581735,Connect,09.04.2024 16:27:17 da haqdor: -21519.06
121206540104,Connect,09.04.2024 16:27:17 da haqdor: -13818.23
121205058403,Connect,09.04.2024 16:27:17 da haqdor: -39399.81
021191012309,Connect,09.04.2024 16:27:17 da haqdor: -142442.6
EX-2098600,Connect,09.04.2024 16:27:17 da haqdor: -14804.83
021238400928,Connect,09.04.2024 16:27:17 da haqdor: -18972.23
111220081017,Connect,09.04.2024 16:27:17 da haqdor: -62885.71
021198039183,Connect,09.04.2024 16:27:17 da haqdor: -155107.88
111210110754,Connect,09.04.2024 16:27:17 da haqdor: -6918.81
EX-2178709,Connect,09.04.2024 16:27:18 da haqdor: -118250.34
111190091678,Connect,09.04.2024 16:27:18 da haqdor: -32169.53
121206874929,Connect,09.04.2024 16:27:18 da haqdor: -6990.6
EX-2477466,Connect,09.04.2024 16:27:18 da haqdor: -62653
021221198625,Connect,09.04.2024 16:27:18 da haqdor: -212664.02
111190100767,Connect,09.04.2024 16:27:18 da haqdor: -49949.06
111220097447,Connect,09.04.2024 16:27:18 da haqdor: -219244.45
021191035158,Connect,09.04.2024 16:27:18 da haqdor: -26107.92
111210326482,Disconnect,09.04.2024 16:27:18 da qarzdor: 121178.33
021190933440,Disconnect,09.04.2024 16:27:18 da qarzdor: 27167.51
111201071621,Connect,09.04.2024 16:27:18 da haqdor: -36190.58
021190888070,Disconnect,09.04.2024 16:27:18 da qarzdor: 7191.2
021190704284,Connect,09.04.2024 16:27:18 da haqdor: -27072.62
021180187372,Connect,09.04.2024 16:27:18 da haqdor: -115098.17
021190961576,Connect,09.04.2024 16:27:19 da haqdor: -74775.67
111210732066,Connect,09.04.2024 16:27:19 da haqdor: -39117.6
021190195770,Connect,09.04.2024 16:27:19 da haqdor: -114480.5
111230240789,Disconnect,09.04.2024 16:27:19 da qarzdor: 2168.26
111190014681,Connect,09.04.2024 16:27:19 da haqdor: -23782.18
111210070612,Disconnect,09.04.2024 16:27:19 da qarzdor: 2897392.05
021230303906,Connect,09.04.2024 16:27:19 da haqdor: -36862.61
021190615976,Connect,09.04.2024 16:27:19 da haqdor: -164846.1
111200968635,Connect,09.04.2024 16:27:19 da haqdor: -147416.23
111200164015,Connect,09.04.2024 16:27:19 da haqdor: -13997.59
111210461776,Disconnect,09.04.2024 16:27:19 da qarzdor: 21294.39
111220161824,Disconnect,09.04.2024 16:27:19 da qarzdor: 4502.4
111200856826,Connect,09.04.2024 16:27:20 da haqdor: -52600.11
111200238822,Connect,09.04.2024 16:27:20 da haqdor: -47376.9
111210521807,Disconnect,09.04.2024 16:27:20 da qarzdor: 53821.31
111190119492,Connect,09.04.2024 16:27:20 da haqdor: -49924.28
023220069912,Disconnect,09.04.2024 16:27:20 da qarzdor: 2320
111210349244,Connect,09.04.2024 16:27:20 da haqdor: -101783.98
111210837527,Connect,09.04.2024 16:27:20 da haqdor: -41787.82
111210820637,Disconnect,09.04.2024 16:27:20 da qarzdor: 1115078.29
121205549429,Connect,09.04.2024 16:27:20 da haqdor: -23082.49
121205799362,Connect,09.04.2024 16:27:20 da haqdor: -4037.2
EX-2310924,Connect,09.04.2024 16:27:20 da haqdor: -5260.25
021190298996,Connect,09.04.2024 16:27:20 da haqdor: -101087.79
EX-2556158,Connect,09.04.2024 16:27:20 da haqdor: -85689.77
121205360312,Connect,09.04.2024 16:27:20 da haqdor: -55059.39
EX-3195919,Connect,09.04.2024 16:27:20 da haqdor: -4549.89
EX-2933433,Connect,09.04.2024 16:27:20 da haqdor: -19254.79
121205683366,Connect,09.04.2024 16:27:20 da haqdor: -28387.29
021218369017,Connect,09.04.2024 16:27:21 da haqdor: -49931.54
EX-2247271,Connect,09.04.2024 16:27:21 da haqdor: -75708.33
121206314582,Connect,09.04.2024 16:27:21 da haqdor: -28687.99
021211164386,Disconnect,09.04.2024 16:27:21 da qarzdor: 1068.5
111190309117,Connect,09.04.2024 16:27:21 da haqdor: -25617.14
EX-2160325,Connect,09.04.2024 16:27:21 da haqdor: -13661.51
121206341683,Connect,09.04.2024 16:27:21 da haqdor: -61180.01
EX-2478939,Connect,09.04.2024 16:27:21 da haqdor: -9410.42
111210787389,Disconnect,09.04.2024 16:27:21 da qarzdor: 76479.98
111190394760,Connect,09.04.2024 16:27:21 da haqdor: -54593.33
123200300068,Connect,09.04.2024 16:27:21 da haqdor: -561715
EX-3160379,Connect,09.04.2024 16:27:21 da haqdor: -7183.68
121205723670,Connect,09.04.2024 16:27:21 da haqdor: -7317.75
111200251905,Connect,09.04.2024 16:27:21 da haqdor: -80190.12
121206761359,Connect,09.04.2024 16:27:21 da haqdor: -17909.54
021218336753,Connect,09.04.2024 16:27:22 da haqdor: -51072.09
111200973946,Disconnect,09.04.2024 16:27:22 da qarzdor: 273694.94
EX-2623442,Connect,09.04.2024 16:27:22 da haqdor: -51407.57
121205396412,Connect,09.04.2024 16:27:22 da haqdor: -92706.58
111210611683,Disconnect,09.04.2024 16:27:22 da qarzdor: 817557.14
021191049025,Connect,09.04.2024 16:27:22 da haqdor: -29736.9
EX-2479790,Connect,09.04.2024 16:27:22 da haqdor: -76940.22
111190067970,Connect,09.04.2024 16:27:22 da haqdor: -27983.35
111200923129,Connect,09.04.2024 16:27:22 da haqdor: -4707.03
EX-2225249,Connect,09.04.2024 16:27:22 da haqdor: -208614.67
EX-3528473,Connect,09.04.2024 16:27:22 da haqdor: -22222.5
121205054372,Connect,09.04.2024 16:27:22 da haqdor: -8849.35
121205100881,Connect,09.04.2024 16:27:22 da haqdor: -2813.54
EX-2286165,Connect,09.04.2024 16:27:22 da haqdor: -11465.17
EX-2401047,Connect,09.04.2024 16:27:22 da haqdor: -87189.39
EX-2521030,Connect,09.04.2024 16:27:23 da haqdor: -14245
111190059228,Disconnect,09.04.2024 16:27:23 da qarzdor: 713002.83
111200585777,Connect,09.04.2024 16:27:23 da haqdor: -118987.29
111190304618,Connect,09.04.2024 16:27:23 da haqdor: -47433.82
111220132904,Disconnect,09.04.2024 16:27:23 da qarzdor: 1558620.72
121205307514,Connect,09.04.2024 16:27:23 da haqdor: -34645.88
121205765839,Connect,09.04.2024 16:27:23 da haqdor: -71062.08
EX-2197067,Connect,09.04.2024 16:27:23 da haqdor: -26249.09
021190547124,Disconnect,09.04.2024 16:27:23 da qarzdor: 108.02
021211179764,Connect,09.04.2024 16:27:23 da haqdor: -35755.4
121206332077,Connect,09.04.2024 16:27:23 da haqdor: -89206.66
EX-2660605,Connect,09.04.2024 16:27:23 da haqdor: -3341.45
111200084191,Connect,09.04.2024 16:27:23 da haqdor: -127531.1
EX-2090362,Connect,09.04.2024 16:27:23 da haqdor: -3383.21
023190018695,Disconnect,09.04.2024 16:27:24 da qarzdor: 1014.36
021230005294,Connect,09.04.2024 16:27:24 da haqdor: -57690.57
121205842058,Connect,09.04.2024 16:27:24 da haqdor: -134835.88
121206830260,Connect,09.04.2024 16:27:24 da haqdor: -9418.24
111190020857,Disconnect,09.04.2024 16:27:24 da qarzdor: 7305.71
111190317547,Disconnect,09.04.2024 16:27:24 da qarzdor: 51019.78
121206336081,Connect,09.04.2024 16:27:24 da haqdor: -44310.99
111190127889,Connect,09.04.2024 16:27:24 da haqdor: -58220
121205621465,Connect,09.04.2024 16:27:24 da haqdor: -10322.25
EX-2361482,Connect,09.04.2024 16:27:24 da haqdor: -12759.85
EX-3044805,Connect,09.04.2024 16:27:24 da haqdor: -68547.6
123200449160,Connect,09.04.2024 16:27:24 da haqdor: -146598.84
113210070668,Disconnect,09.04.2024 16:27:24 da qarzdor: 461275.78
121205170290,Disconnect,09.04.2024 16:27:24 da qarzdor: 643.88
EX-3452480,Connect,09.04.2024 16:27:24 da haqdor: -95584.78
111190264945,Disconnect,09.04.2024 16:27:24 da qarzdor: 39640.92
111200617698,Disconnect,09.04.2024 16:27:24 da qarzdor: 15001201.73
EX-2087166,Connect,09.04.2024 16:27:25 da haqdor: -12377.8
EX-3085973,Connect,09.04.2024 16:27:25 da haqdor: -35728.59
021191005568,Connect,09.04.2024 16:27:25 da haqdor: -121609.62
111200142308,Disconnect,09.04.2024 16:27:25 da qarzdor: 170925.77
201820013662,Connect,09.04.2024 16:27:25 da haqdor: -49975
111200849397,Connect,09.04.2024 16:27:25 da haqdor: -58157.76
111190095745,Connect,09.04.2024 16:27:25 da haqdor: -21830
111190014020,Disconnect,09.04.2024 16:27:25 da qarzdor: 1064298.64
111210771783,Disconnect,09.04.2024 16:27:25 da qarzdor: 20642.08
111220157257,Disconnect,09.04.2024 16:27:25 da qarzdor: 262233.81
EX-2077096,Connect,09.04.2024 16:27:25 da haqdor: -59853.12
111210682936,Disconnect,09.04.2024 16:27:25 da qarzdor: 50378.38
121205247200,Connect,09.04.2024 16:27:25 da haqdor: -56826.6
021190575318,Connect,09.04.2024 16:27:25 da haqdor: -19762.32
121205624386,Connect,09.04.2024 16:27:25 da haqdor: -36514.02
121205708562,Connect,09.04.2024 16:27:25 da haqdor: -26361.49
121206512995,Connect,09.04.2024 16:27:25 da haqdor: -103320.52
111210660658,Disconnect,09.04.2024 16:27:25 da qarzdor: 24249.56
021198056534,Connect,09.04.2024 16:27:25 da haqdor: -140541.01
121206589645,Connect,09.04.2024 16:27:25 da haqdor: -14279
111190264197,Connect,09.04.2024 16:27:25 da haqdor: -57611.6
021190315638,Connect,09.04.2024 16:27:25 da haqdor: -73625.27
111220059005,Connect,09.04.2024 16:27:25 da haqdor: -48170
111210233915,Disconnect,09.04.2024 16:27:26 da qarzdor: 72885.63
021190667766,Connect,09.04.2024 16:27:26 da haqdor: -10495.41
021180119563,Connect,09.04.2024 16:27:26 da haqdor: -131193.2
023190018338,Connect,09.04.2024 16:27:26 da haqdor: -77428.9
111190082686,Connect,09.04.2024 16:27:26 da haqdor: -83793.46
111200889165,Connect,09.04.2024 16:27:26 da haqdor: -8610.27
111210742930,Connect,09.04.2024 16:27:26 da haqdor: -25311.56
021218312791,Connect,09.04.2024 16:27:26 da haqdor: -124635
111210452822,Disconnect,09.04.2024 16:27:26 da qarzdor: 1318326.21
021218365295,Connect,09.04.2024 16:27:26 da haqdor: -29029.36
111210395086,Connect,09.04.2024 16:27:26 da haqdor: -18539.96
111190129784,Connect,09.04.2024 16:27:26 da haqdor: -37354.01
111201000335,Connect,09.04.2024 16:27:26 da haqdor: -16542.63
021190563608,Connect,09.04.2024 16:27:26 da haqdor: -39338.96
021198149916,Connect,09.04.2024 16:27:26 da haqdor: -49926
121205007625,Connect,09.04.2024 16:27:26 da haqdor: -39875.97
021190978811,Connect,09.04.2024 16:27:26 da haqdor: -2135.7
111220124787,Connect,09.04.2024 16:27:26 da haqdor: -151629.81
111200124639,Connect,09.04.2024 16:27:26 da haqdor: -22212.33
021190537775,Connect,09.04.2024 16:27:27 da haqdor: -19476.42
111201090213,Connect,09.04.2024 16:27:27 da haqdor: -18197.88
021198272931,Connect,09.04.2024 16:27:27 da haqdor: -64106
111210458752,Connect,09.04.2024 16:27:27 da haqdor: -243662.28
021198042942,Connect,09.04.2024 16:27:27 da haqdor: -99697.3
121205243897,Connect,09.04.2024 16:27:27 da haqdor: -104384.98
023198007814,Connect,09.04.2024 16:27:27 da haqdor: -134988.56
111220082033,Connect,09.04.2024 16:27:27 da haqdor: -48330
121206324555,Disconnect,09.04.2024 16:27:27 da qarzdor: 1692.85
111210799878,Disconnect,09.04.2024 16:27:27 da qarzdor: 11415.27
EX-2602688,Connect,09.04.2024 16:27:27 da haqdor: -69514.56
111190405822,Disconnect,09.04.2024 16:27:27 da qarzdor: 45102.51
021191104159,Connect,09.04.2024 16:27:27 da haqdor: -14299.89
021198188893,Connect,09.04.2024 16:27:27 da haqdor: -19870.17
121206041705,Connect,09.04.2024 16:27:27 da haqdor: -20840.29
EX-2521444,Connect,09.04.2024 16:27:27 da haqdor: -9093.2
EX-2179272,Connect,09.04.2024 16:27:27 da haqdor: -4243.4
111200021433,Connect,09.04.2024 16:27:27 da haqdor: -46073.1
111210359163,Disconnect,09.04.2024 16:27:27 da qarzdor: 43557.46
EX-2890487,Connect,09.04.2024 16:27:27 da haqdor: -49829.18
021190404087,Connect,09.04.2024 16:27:28 da haqdor: -99782.87
EX-2063515,Connect,09.04.2024 16:27:28 da haqdor: -44409.77
121206657465,Connect,09.04.2024 16:27:28 da haqdor: -104565
EX-3236987,Connect,09.04.2024 16:27:28 da haqdor: -69300.26
111190061163,Connect,09.04.2024 16:27:28 da haqdor: -13048.6
EX-2365826,Connect,09.04.2024 16:27:28 da haqdor: -49250.73
111200386985,Disconnect,09.04.2024 16:27:28 da qarzdor: 54696.18
111210024314,Connect,09.04.2024 16:27:28 da haqdor: -67907.04
111210503542,Disconnect,09.04.2024 16:27:28 da qarzdor: 33720.99
EX-2485184,Connect,09.04.2024 16:27:28 da haqdor: -13329.56
121206232440,Connect,09.04.2024 16:27:28 da haqdor: -47166.95
121205427513,Connect,09.04.2024 16:27:28 da haqdor: -25952.92
EX-2432248,Connect,09.04.2024 16:27:28 da haqdor: -137005.48
121206185607,Connect,09.04.2024 16:27:28 da haqdor: -21437.21
