METER_NO,TASK,REASON
111220050128,Connect,16.04.2024 17:30:51 da haqdor: -5444.98
111190331155,Disconnect,16.04.2024 17:30:51 da qarzdor: 12.3
111190347682,Disconnect,16.04.2024 17:30:52 da qarzdor: 1667.61
111210464457,Connect,16.04.2024 17:30:52 da haqdor: -28405.98
EX-3384084,Disconnect,16.04.2024 17:30:52 da qarzdor: 2348030.12
111201070648,Connect,16.04.2024 17:30:52 da haqdor: -7548.99
EX-3593488,Connect,16.04.2024 17:30:52 da haqdor: -79767.7
111210275642,Connect,16.04.2024 17:30:52 da haqdor: -6965.32
111210224783,Connect,16.04.2024 17:30:52 da haqdor: -9351.72
021190679838,Connect,16.04.2024 17:30:52 da haqdor: -48769
021190276552,Connect,16.04.2024 17:30:52 da haqdor: -4211.1
021198080392,Connect,16.04.2024 17:30:52 da haqdor: -94215.95
021190324971,Connect,16.04.2024 17:30:52 da haqdor: -23878.11
021190352270,Connect,16.04.2024 17:30:52 da haqdor: -12930.92
021198255553,Connect,16.04.2024 17:30:52 da haqdor: -3390
021190351500,Connect,16.04.2024 17:30:52 da haqdor: -2243.51
023230073894,Disconnect,16.04.2024 17:30:52 da qarzdor: 53058.95
021180132149,Connect,16.04.2024 17:30:52 da haqdor: -23392.92
021190539328,Connect,16.04.2024 17:30:52 da haqdor: -9519.01
021190715242,Connect,16.04.2024 17:30:52 da haqdor: -4923.49
021190325818,Connect,16.04.2024 17:30:52 da haqdor: -3541.96
021190411868,Connect,16.04.2024 17:30:52 da haqdor: -50001.97
021190438160,Connect,16.04.2024 17:30:52 da haqdor: -22440
021180144075,Connect,16.04.2024 17:30:53 da haqdor: -3996.92
021190819073,Disconnect,16.04.2024 17:30:53 da qarzdor: 269141.14
021198263296,Connect,16.04.2024 17:30:53 da haqdor: -4365
021190248222,Connect,16.04.2024 17:30:53 da haqdor: -100486.22
021190352391,Connect,16.04.2024 17:30:53 da haqdor: -22721.98
021190541304,Connect,16.04.2024 17:30:53 da haqdor: -23214.12
021198145531,Connect,16.04.2024 17:30:53 da haqdor: -34508.83
021198255157,Disconnect,16.04.2024 17:30:53 da qarzdor: 10023.4
021190531163,Connect,16.04.2024 17:30:53 da haqdor: -80193.8
021190716417,Connect,16.04.2024 17:30:53 da haqdor: -3791.99
021190279815,Connect,16.04.2024 17:30:53 da haqdor: -4603
021190549324,Connect,16.04.2024 17:30:53 da haqdor: -54532.93
021199006302,Connect,16.04.2024 17:30:53 da haqdor: -42156.01
021190680649,Connect,16.04.2024 17:30:53 da haqdor: -3493.11
021180141957,Connect,16.04.2024 17:30:53 da haqdor: -1436.96
021191014526,Connect,16.04.2024 17:30:53 da haqdor: -70157.55
021190556593,Connect,16.04.2024 17:30:53 da haqdor: -114750
021190715911,Connect,16.04.2024 17:30:53 da haqdor: -53937
021190241368,Connect,16.04.2024 17:30:53 da haqdor: -52310.26
021190677532,Connect,16.04.2024 17:30:54 da haqdor: -51885
021230043748,Disconnect,16.04.2024 17:30:54 da qarzdor: 0
021198077342,Connect,16.04.2024 17:30:54 da haqdor: -14589.55
021191053950,Disconnect,16.04.2024 17:30:54 da qarzdor: 614302.75
021190531743,Connect,16.04.2024 17:30:54 da haqdor: -53429.93
021169003414,Disconnect,16.04.2024 17:30:54 da qarzdor: 3187.89
021230050279,Connect,16.04.2024 17:30:54 da haqdor: -69520.66
021230010615,Disconnect,16.04.2024 17:30:54 da qarzdor: 1672229.24
021190823431,Disconnect,16.04.2024 17:30:54 da qarzdor: 1054474.41
021169003544,Connect,16.04.2024 17:30:54 da haqdor: -13008.6
023230072182,Connect,16.04.2024 17:30:54 da haqdor: -350089.8
023198001655,Connect,16.04.2024 17:30:54 da haqdor: -18727.3
021230049846,Disconnect,16.04.2024 17:30:54 da qarzdor: 126312.65
021190440737,Connect,16.04.2024 17:30:54 da haqdor: -19679.44
021180041787,Connect,16.04.2024 17:30:54 da haqdor: -3196.72
021230312803,Connect,16.04.2024 17:30:54 da haqdor: -1000
021190278365,Connect,16.04.2024 17:30:54 da haqdor: -31973.77
021198262010,Disconnect,16.04.2024 17:30:54 da qarzdor: 285964.96
021180137234,Connect,16.04.2024 17:30:54 da haqdor: -21401.84
021180044134,Connect,16.04.2024 17:30:54 da haqdor: -3440.79
021190557512,Connect,16.04.2024 17:30:55 da haqdor: -33752.68
021190322104,Disconnect,16.04.2024 17:30:55 da qarzdor: 198635.84
021230043781,Disconnect,16.04.2024 17:30:55 da qarzdor: 14092.47
021190548342,Connect,16.04.2024 17:30:55 da haqdor: -54296.9
021190688230,Disconnect,16.04.2024 17:30:55 da qarzdor: 1870.62
021190688799,Connect,16.04.2024 17:30:55 da haqdor: -44824.06
021198261618,Connect,16.04.2024 17:30:55 da haqdor: -53896
021191016643,Disconnect,16.04.2024 17:30:55 da qarzdor: 2157473.32
021191019664,Connect,16.04.2024 17:30:55 da haqdor: -2045
021198263943,Connect,16.04.2024 17:30:55 da haqdor: -147432.09
021190235547,Connect,16.04.2024 17:30:55 da haqdor: -4389.66
021198201203,Connect,16.04.2024 17:30:55 da haqdor: -200.24
021190435877,Connect,16.04.2024 17:30:55 da haqdor: -5000
021190325805,Disconnect,16.04.2024 17:30:55 da qarzdor: 2161648.55
021190547054,Connect,16.04.2024 17:30:55 da haqdor: -21015.23
021180141262,Disconnect,16.04.2024 17:30:55 da qarzdor: 6218166.51
021218316223,Connect,16.04.2024 17:30:55 da haqdor: -57625.07
021190440030,Connect,16.04.2024 17:30:55 da haqdor: -24973.6
021191015054,Disconnect,16.04.2024 17:30:55 da qarzdor: 0
021190337185,Connect,16.04.2024 17:30:55 da haqdor: -42839
021190338286,Connect,16.04.2024 17:30:55 da haqdor: -4578
021190345452,Connect,16.04.2024 17:30:55 da haqdor: -4000.04
021198264127,Connect,16.04.2024 17:30:56 da haqdor: -32491.96
021190822494,Disconnect,16.04.2024 17:30:56 da qarzdor: 0
021191013973,Connect,16.04.2024 17:30:56 da haqdor: -14031.91
021190331009,Disconnect,16.04.2024 17:30:56 da qarzdor: 0
021190689711,Connect,16.04.2024 17:30:56 da haqdor: -79356.3
021190279317,Connect,16.04.2024 17:30:56 da haqdor: -3662.8
021198070719,Connect,16.04.2024 17:30:56 da haqdor: -4123.32
021180141154,Disconnect,16.04.2024 17:30:56 da qarzdor: 209224.35
021221191045,Disconnect,16.04.2024 17:30:56 da qarzdor: 47007.17
021180078222,Disconnect,16.04.2024 17:30:56 da qarzdor: 951.35
021198261710,Disconnect,16.04.2024 17:30:56 da qarzdor: 18691.62
021230045996,Disconnect,16.04.2024 17:30:56 da qarzdor: 0
021191017065,Connect,16.04.2024 17:30:56 da haqdor: -4291.44
021190675156,Connect,16.04.2024 17:30:56 da haqdor: -24784.7
021190531865,Disconnect,16.04.2024 17:30:56 da qarzdor: 4017006.41
021190333470,Connect,16.04.2024 17:30:56 da haqdor: -103945.37
021160011729,Connect,16.04.2024 17:30:56 da haqdor: -23229.2
021191051414,Disconnect,16.04.2024 17:30:56 da qarzdor: 22418792.75
021180130463,Disconnect,16.04.2024 17:30:56 da qarzdor: 6949526.19
021190439015,Disconnect,16.04.2024 17:30:56 da qarzdor: 195499.14
021190404882,Connect,16.04.2024 17:30:56 da haqdor: -31409.08
021191014749,Connect,16.04.2024 17:30:57 da haqdor: -8764.04
021230013080,Disconnect,16.04.2024 17:30:57 da qarzdor: 0
021180146736,Disconnect,16.04.2024 17:30:57 da qarzdor: 128897.14
021180145206,Disconnect,16.04.2024 17:30:57 da qarzdor: 3358.19
021190409417,Disconnect,16.04.2024 17:30:57 da qarzdor: 13860.86
EX-3591469,Disconnect,16.04.2024 17:30:57 da qarzdor: 3941779.29
021190410233,Connect,16.04.2024 17:30:57 da haqdor: -60854.2
021198084442,Connect,16.04.2024 17:30:57 da haqdor: -4213
021180137565,Connect,16.04.2024 17:30:57 da haqdor: -63886.35
021230008339,Disconnect,16.04.2024 17:30:57 da qarzdor: 295
021190329941,Connect,16.04.2024 17:30:57 da haqdor: -54610.1
021190815851,Disconnect,16.04.2024 17:30:57 da qarzdor: 295924.57
021190238336,Connect,16.04.2024 17:30:57 da haqdor: -1554.66
021190239423,Disconnect,16.04.2024 17:30:57 da qarzdor: 4364018.65
023220067892,Disconnect,16.04.2024 17:30:57 da qarzdor: 70381.16
021160014114,Disconnect,16.04.2024 17:30:57 da qarzdor: 14724.73
021198273592,Connect,16.04.2024 17:30:57 da haqdor: -11012.19
021230312741,Disconnect,16.04.2024 17:30:57 da qarzdor: 432358.41
021198069824,Disconnect,16.04.2024 17:30:57 da qarzdor: 807555.26
021198086408,Connect,16.04.2024 17:30:57 da haqdor: -24369.73
021190330847,Connect,16.04.2024 17:30:57 da haqdor: -3522.81
EX-3589591,Disconnect,16.04.2024 17:30:57 da qarzdor: 167226.16
021230312189,Disconnect,16.04.2024 17:30:57 da qarzdor: 454739.29
021198073447,Connect,16.04.2024 17:30:58 da haqdor: -35661.96
021190442119,Connect,16.04.2024 17:30:58 da haqdor: -4594.4
021190549816,Connect,16.04.2024 17:30:58 da haqdor: -2672.34
021180130840,Connect,16.04.2024 17:30:58 da haqdor: -3983.1
021191017368,Connect,16.04.2024 17:30:58 da haqdor: -822.82
021190820836,Disconnect,16.04.2024 17:30:58 da qarzdor: 144864.73
111200747182,Connect,16.04.2024 17:30:58 da haqdor: -28053.2
021180130234,Connect,16.04.2024 17:30:58 da haqdor: -667.29
021198090289,Disconnect,16.04.2024 17:30:58 da qarzdor: 1393409.7
021190326829,Disconnect,16.04.2024 17:30:58 da qarzdor: 1422878.98
111220130760,Disconnect,16.04.2024 17:30:58 da qarzdor: 141340.01
111190296666,Connect,16.04.2024 17:30:58 da haqdor: -248730.9
111210418929,Connect,16.04.2024 17:30:58 da haqdor: -253855.47
111220110225,Connect,16.04.2024 17:30:58 da haqdor: -8245
201930004816,Disconnect,16.04.2024 17:30:58 da qarzdor: 1152396.12
111220014836,Connect,16.04.2024 17:30:58 da haqdor: -27675.06
111201064269,Disconnect,16.04.2024 17:30:58 da qarzdor: 292220.7
111220173446,Disconnect,16.04.2024 17:30:58 da qarzdor: 0
111190302727,Disconnect,16.04.2024 17:30:58 da qarzdor: 1105600.06
111201066391,Disconnect,16.04.2024 17:30:58 da qarzdor: 16698.68
111190099552,Disconnect,16.04.2024 17:30:59 da qarzdor: 1435563.41
111220187733,Disconnect,16.04.2024 17:30:59 da qarzdor: 0
111220030620,Disconnect,16.04.2024 17:30:59 da qarzdor: 0
111190057014,Disconnect,16.04.2024 17:30:59 da qarzdor: 583397.58
111200233865,Connect,16.04.2024 17:30:59 da haqdor: -79589.93
021190408534,Connect,16.04.2024 17:30:59 da haqdor: -3998.06
111220034822,Disconnect,16.04.2024 17:30:59 da qarzdor: 0
201910022642,Connect,16.04.2024 17:30:59 da haqdor: -10131.68
111200572564,Connect,16.04.2024 17:30:59 da haqdor: -29604.86
111200389753,Disconnect,16.04.2024 17:30:59 da qarzdor: 361060.04
021191017346,Connect,16.04.2024 17:30:59 da haqdor: -289
021180053374,Disconnect,16.04.2024 17:30:59 da qarzdor: 4063605.23
111190061103,Disconnect,16.04.2024 17:30:59 da qarzdor: 93514.65
111230274457,Disconnect,16.04.2024 17:30:59 da qarzdor: 0
201930007188,Disconnect,16.04.2024 17:30:59 da qarzdor: 769588.79
111190062242,Disconnect,16.04.2024 17:30:59 da qarzdor: 1450510.62
111200220261,Disconnect,16.04.2024 17:30:59 da qarzdor: 204044.84
111220122346,Disconnect,16.04.2024 17:30:59 da qarzdor: 39085.5
201920065546,Disconnect,16.04.2024 17:31:00 da qarzdor: 73959.08
111210274640,Connect,16.04.2024 17:31:00 da haqdor: -5063.1
111230249457,Disconnect,16.04.2024 17:31:00 da qarzdor: 0
021191049358,Disconnect,16.04.2024 17:31:00 da qarzdor: 1622939.53
111201111581,Connect,16.04.2024 17:31:00 da haqdor: -30955.05
111190063099,Disconnect,16.04.2024 17:31:00 da qarzdor: 3119898.76
021230044744,Disconnect,16.04.2024 17:31:00 da qarzdor: 218851.36
113210000582,Connect,16.04.2024 17:31:00 da haqdor: -475569.65
111200520585,Connect,16.04.2024 17:31:00 da haqdor: -297596.88
111200870275,Connect,16.04.2024 17:31:00 da haqdor: -91818.52
111210266470,Connect,16.04.2024 17:31:00 da haqdor: -4405
111190063297,Disconnect,16.04.2024 17:31:00 da qarzdor: 373920.17
111200939487,Disconnect,16.04.2024 17:31:00 da qarzdor: 38722.97
111200588995,Connect,16.04.2024 17:31:01 da haqdor: -20425.79
111200591510,Disconnect,16.04.2024 17:31:01 da qarzdor: 34168.33
111190063590,Disconnect,16.04.2024 17:31:01 da qarzdor: 735077.3
113230186538,Disconnect,16.04.2024 17:31:01 da qarzdor: 4201604.42
111200855200,Disconnect,16.04.2024 17:31:01 da qarzdor: 6495.18
201920065463,Connect,16.04.2024 17:31:01 da haqdor: -26959.97
021180138313,Connect,16.04.2024 17:31:01 da haqdor: -32401.05
021230309922,Disconnect,16.04.2024 17:31:01 da qarzdor: 1176316.54
021190413639,Connect,16.04.2024 17:31:01 da haqdor: -4968.26
021190715655,Disconnect,16.04.2024 17:31:01 da qarzdor: 60526.29
111210843657,Disconnect,16.04.2024 17:31:01 da qarzdor: 0
111230256827,Disconnect,16.04.2024 17:31:01 da qarzdor: 122618.42
021180047227,Connect,16.04.2024 17:31:01 da haqdor: -426.92
021230031316,Disconnect,16.04.2024 17:31:01 da qarzdor: 2065
021198087098,Disconnect,16.04.2024 17:31:01 da qarzdor: 7368207.05
021190674630,Disconnect,16.04.2024 17:31:01 da qarzdor: 45593.41
111210355393,Connect,16.04.2024 17:31:01 da haqdor: -7005.25
111200229149,Disconnect,16.04.2024 17:31:01 da qarzdor: 783195.9
111200864826,Connect,16.04.2024 17:31:01 da haqdor: -33763.47
111210741763,Disconnect,16.04.2024 17:31:02 da qarzdor: 25954.67
111200721109,Connect,16.04.2024 17:31:02 da haqdor: -86150.45
EX-3173694,Disconnect,16.04.2024 17:31:02 da qarzdor: 1437133.3
EX-3141347,Disconnect,16.04.2024 17:31:02 da qarzdor: 26570.4
201840012950,Disconnect,16.04.2024 17:31:02 da qarzdor: 1929991.81
021230044781,Connect,16.04.2024 17:31:02 da haqdor: -0.27
021190441114,Connect,16.04.2024 17:31:02 da haqdor: -4710.3
021190532148,Connect,16.04.2024 17:31:02 da haqdor: -21218.68
021230008123,Connect,16.04.2024 17:31:02 da haqdor: -4338.29
021191055173,Disconnect,16.04.2024 17:31:02 da qarzdor: 364779.09
021190347865,Disconnect,16.04.2024 17:31:02 da qarzdor: 7297.49
021180043223,Connect,16.04.2024 17:31:02 da haqdor: -1571.64
021190343338,Connect,16.04.2024 17:31:02 da haqdor: -2468.85
021198203929,Connect,16.04.2024 17:31:02 da haqdor: -30355.42
021190334783,Connect,16.04.2024 17:31:02 da haqdor: -104528.33
021198201179,Disconnect,16.04.2024 17:31:02 da qarzdor: 5346503.29
021190440399,Connect,16.04.2024 17:31:02 da haqdor: -545.4
021230000656,Connect,16.04.2024 17:31:02 da haqdor: -3446.53
021190334013,Disconnect,16.04.2024 17:31:02 da qarzdor: 3335.43
023198005409,Connect,16.04.2024 17:31:03 da haqdor: -53011.84
021190323004,Connect,16.04.2024 17:31:03 da haqdor: -53342.5
021198067179,Connect,16.04.2024 17:31:03 da haqdor: -2033.58
021191020424,Connect,16.04.2024 17:31:03 da haqdor: -1653.6
021198203196,Connect,16.04.2024 17:31:03 da haqdor: -4505
021198204515,Connect,16.04.2024 17:31:03 da haqdor: -64164.1
021190413571,Connect,16.04.2024 17:31:03 da haqdor: -68246.94
021190343430,Disconnect,16.04.2024 17:31:03 da qarzdor: 465496.47
021190358551,Connect,16.04.2024 17:31:03 da haqdor: -4363.15
021190680708,Connect,16.04.2024 17:31:03 da haqdor: -4886.99
021168005290,Connect,16.04.2024 17:31:03 da haqdor: -52029.24
021191057108,Disconnect,16.04.2024 17:31:03 da qarzdor: 34.6
021190344673,Disconnect,16.04.2024 17:31:03 da qarzdor: 383327.87
021198202467,Connect,16.04.2024 17:31:03 da haqdor: -53710
201840019938,Disconnect,16.04.2024 17:31:03 da qarzdor: 692.41
021168005909,Connect,16.04.2024 17:31:03 da haqdor: -34635.6
021190241419,Connect,16.04.2024 17:31:03 da haqdor: -4672.08
021230051719,Connect,16.04.2024 17:31:03 da haqdor: -3629.6
021180130537,Connect,16.04.2024 17:31:03 da haqdor: -20643.4
021198075727,Connect,16.04.2024 17:31:04 da haqdor: -52917.48
021198203549,Connect,16.04.2024 17:31:04 da haqdor: -16175.72
021190407415,Connect,16.04.2024 17:31:04 da haqdor: -30797.62
021198068926,Connect,16.04.2024 17:31:04 da haqdor: -1774.73
021190323262,Connect,16.04.2024 17:31:04 da haqdor: -500.05
021190243200,Disconnect,16.04.2024 17:31:04 da qarzdor: 5582.1
021180143199,Connect,16.04.2024 17:31:04 da haqdor: -815.01
021230310021,Disconnect,16.04.2024 17:31:04 da qarzdor: 389503.16
021190328252,Disconnect,16.04.2024 17:31:04 da qarzdor: 14066
021190819939,Connect,16.04.2024 17:31:04 da haqdor: -24753.48
021180043850,Connect,16.04.2024 17:31:04 da haqdor: -3518.3
021190323362,Connect,16.04.2024 17:31:04 da haqdor: -4511.92
021190693442,Connect,16.04.2024 17:31:04 da haqdor: -4248.1
021180136376,Connect,16.04.2024 17:31:04 da haqdor: -4420.15
021190334803,Connect,16.04.2024 17:31:04 da haqdor: -3409.9
021198263302,Disconnect,16.04.2024 17:31:04 da qarzdor: 4582518.8
021180142218,Connect,16.04.2024 17:31:04 da haqdor: -50536
021230043727,Disconnect,16.04.2024 17:31:04 da qarzdor: 2190197.45
021198071080,Connect,16.04.2024 17:31:04 da haqdor: -31070
021190549854,Connect,16.04.2024 17:31:04 da haqdor: -9230.94
021160000332,Connect,16.04.2024 17:31:05 da haqdor: -22549.1
021190246658,Connect,16.04.2024 17:31:05 da haqdor: -33713.11
021191053926,Disconnect,16.04.2024 17:31:05 da qarzdor: 45356.52
021230310194,Connect,16.04.2024 17:31:05 da haqdor: -2617.01
021198091980,Connect,16.04.2024 17:31:05 da haqdor: -79869
021190242477,Connect,16.04.2024 17:31:05 da haqdor: -95578.6
021190334425,Connect,16.04.2024 17:31:05 da haqdor: -43059.32
021230043051,Disconnect,16.04.2024 17:31:05 da qarzdor: 0
021191015162,Connect,16.04.2024 17:31:05 da haqdor: -48001.53
021198071793,Disconnect,16.04.2024 17:31:05 da qarzdor: 3940.02
021190323618,Disconnect,16.04.2024 17:31:05 da qarzdor: 3615156.3
021190354643,Connect,16.04.2024 17:31:05 da haqdor: -20911.61
021230044708,Disconnect,16.04.2024 17:31:05 da qarzdor: 22199.84
021191053130,Disconnect,16.04.2024 17:31:05 da qarzdor: 3651.62
021191019548,Connect,16.04.2024 17:31:05 da haqdor: -95385.64
021190680775,Disconnect,16.04.2024 17:31:05 da qarzdor: 1784961.88
021221195747,Connect,16.04.2024 17:31:05 da haqdor: -11348.69
021190353383,Connect,16.04.2024 17:31:05 da haqdor: -34387.49
021230044404,Connect,16.04.2024 17:31:05 da haqdor: -1000
021190330049,Connect,16.04.2024 17:31:05 da haqdor: -39341.59
021190278421,Disconnect,16.04.2024 17:31:05 da qarzdor: 5040600.39
021230004647,Disconnect,16.04.2024 17:31:05 da qarzdor: 27155.05
021230301478,Disconnect,16.04.2024 17:31:06 da qarzdor: 0
023190027672,Connect,16.04.2024 17:31:06 da haqdor: -235594.43
021190328227,Connect,16.04.2024 17:31:06 da haqdor: -294319.27
201840014068,Connect,16.04.2024 17:31:06 da haqdor: -75460.1
111220015408,Connect,16.04.2024 17:31:06 da haqdor: -134975
201820047397,Disconnect,16.04.2024 17:31:06 da qarzdor: 1056.57
111190328564,Connect,16.04.2024 17:31:06 da haqdor: -19228.28
EX-3380808,Connect,16.04.2024 17:31:06 da haqdor: -5295.07
111210097319,Connect,16.04.2024 17:31:06 da haqdor: -59067.6
111200242215,Connect,16.04.2024 17:31:06 da haqdor: -6443.72
111200290692,Connect,16.04.2024 17:31:06 da haqdor: -39926.6
111200289604,Disconnect,16.04.2024 17:31:06 da qarzdor: 2145858.03
EX-3389002,Disconnect,16.04.2024 17:31:06 da qarzdor: 1175120.61
111190348644,Disconnect,16.04.2024 17:31:06 da qarzdor: 114389.71
EX-3389249,Connect,16.04.2024 17:31:06 da haqdor: -121301.32
111190348634,Disconnect,16.04.2024 17:31:06 da qarzdor: 35195.3
EX-3389888,Disconnect,16.04.2024 17:31:06 da qarzdor: 251334.39
EX-3437220,Connect,16.04.2024 17:31:06 da haqdor: -381945.55
111210068170,Connect,16.04.2024 17:31:07 da haqdor: -39923.33
111210268871,Connect,16.04.2024 17:31:07 da haqdor: -150776.02
111210415633,Connect,16.04.2024 17:31:07 da haqdor: -62480.81
111210410122,Connect,16.04.2024 17:31:07 da haqdor: -29559.52
EX-3439627,Disconnect,16.04.2024 17:31:07 da qarzdor: 271795.76
021191014110,Connect,16.04.2024 17:31:07 da haqdor: -39551.23
021191013831,Disconnect,16.04.2024 17:31:07 da qarzdor: 0
021190321346,Connect,16.04.2024 17:31:07 da haqdor: -102945.08
021180139307,Connect,16.04.2024 17:31:07 da haqdor: -35705.18
021190680047,Connect,16.04.2024 17:31:07 da haqdor: -24269.42
021190280065,Connect,16.04.2024 17:31:07 da haqdor: -3220.22
021168005493,Connect,16.04.2024 17:31:07 da haqdor: -2929.7
021191046363,Connect,16.04.2024 17:31:07 da haqdor: -2692.99
021190350429,Connect,16.04.2024 17:31:07 da haqdor: -213.53
021190321684,Disconnect,16.04.2024 17:31:07 da qarzdor: 11215073.11
021230302660,Disconnect,16.04.2024 17:31:07 da qarzdor: 973112.3
021190716395,Connect,16.04.2024 17:31:07 da haqdor: -49757.3
021190325833,Connect,16.04.2024 17:31:07 da haqdor: -104795
021198262511,Connect,16.04.2024 17:31:07 da haqdor: -65491.26
021198263232,Connect,16.04.2024 17:31:07 da haqdor: -37517.3
021198031623,Connect,16.04.2024 17:31:07 da haqdor: -53280
021180135356,Disconnect,16.04.2024 17:31:08 da qarzdor: 13558.31
021180143873,Disconnect,16.04.2024 17:31:08 da qarzdor: 3845474.68
021191020344,Connect,16.04.2024 17:31:08 da haqdor: -50111.84
021190536687,Disconnect,16.04.2024 17:31:08 da qarzdor: 78.18
021190819357,Connect,16.04.2024 17:31:08 da haqdor: -52089.9
021230044586,Disconnect,16.04.2024 17:31:08 da qarzdor: 1097694.02
023220071798,Disconnect,16.04.2024 17:31:08 da qarzdor: 0
021230047130,Disconnect,16.04.2024 17:31:08 da qarzdor: 0
021180139692,Disconnect,16.04.2024 17:31:08 da qarzdor: 15579154.59
021190678023,Connect,16.04.2024 17:31:08 da haqdor: -4255.77
021190357467,Connect,16.04.2024 17:31:08 da haqdor: -41430
021190443852,Connect,16.04.2024 17:31:08 da haqdor: -203210.2
021180139837,Connect,16.04.2024 17:31:08 da haqdor: -33725.77
021180129603,Connect,16.04.2024 17:31:08 da haqdor: -35254.68
021180077740,Connect,16.04.2024 17:31:08 da haqdor: -22958.5
021191047077,Connect,16.04.2024 17:31:08 da haqdor: -3813.81
023190014037,Connect,16.04.2024 17:31:08 da haqdor: -3229.95
021190556829,Connect,16.04.2024 17:31:08 da haqdor: -764.55
021180132311,Connect,16.04.2024 17:31:08 da haqdor: -44482.57
021190339889,Disconnect,16.04.2024 17:31:08 da qarzdor: 3133192.84
021190324067,Disconnect,16.04.2024 17:31:09 da qarzdor: 909485
021230303724,Disconnect,16.04.2024 17:31:09 da qarzdor: 0
021190234369,Disconnect,16.04.2024 17:31:09 da qarzdor: 0
021180141841,Disconnect,16.04.2024 17:31:09 da qarzdor: 0
021230313513,Disconnect,16.04.2024 17:31:09 da qarzdor: 0
021190330440,Disconnect,16.04.2024 17:31:09 da qarzdor: 65647.51
021190693763,Connect,16.04.2024 17:31:09 da haqdor: -11373.4
021180049365,Connect,16.04.2024 17:31:09 da haqdor: -4480.84
021230310405,Disconnect,16.04.2024 17:31:09 da qarzdor: 231575
021190275757,Connect,16.04.2024 17:31:09 da haqdor: -78321.3
021190406207,Connect,16.04.2024 17:31:09 da haqdor: -64644.64
021198077599,Disconnect,16.04.2024 17:31:09 da qarzdor: 7260
021180143363,Disconnect,16.04.2024 17:31:09 da qarzdor: 7378.33
021190815828,Connect,16.04.2024 17:31:09 da haqdor: -54559.1
021190435981,Connect,16.04.2024 17:31:09 da haqdor: -41600.37
021190715963,Connect,16.04.2024 17:31:09 da haqdor: -3223.32
021190821044,Disconnect,16.04.2024 17:31:09 da qarzdor: 1322035
021230012729,Disconnect,16.04.2024 17:31:09 da qarzdor: 8529.04
021198031925,Disconnect,16.04.2024 17:31:09 da qarzdor: 843752.68
021180143021,Connect,16.04.2024 17:31:09 da haqdor: -2886.16
021190329545,Disconnect,16.04.2024 17:31:09 da qarzdor: 272272.18
021190336291,Connect,16.04.2024 17:31:09 da haqdor: -1478.91
021199006807,Connect,16.04.2024 17:31:09 da haqdor: -708.32
021198256991,Connect,16.04.2024 17:31:09 da haqdor: -3206
021190247726,Connect,16.04.2024 17:31:10 da haqdor: -27668.13
021190321417,Connect,16.04.2024 17:31:10 da haqdor: -169404.8
021190231157,Disconnect,16.04.2024 17:31:10 da qarzdor: 607363.32
021230312309,Disconnect,16.04.2024 17:31:10 da qarzdor: 1285008.48
021190533297,Connect,16.04.2024 17:31:10 da haqdor: -4070.01
021230307457,Disconnect,16.04.2024 17:31:10 da qarzdor: 2360
021198264257,Connect,16.04.2024 17:31:10 da haqdor: -22871.65
021191015374,Disconnect,16.04.2024 17:31:10 da qarzdor: 0
021190330063,Connect,16.04.2024 17:31:10 da haqdor: -4291.49
021230008297,Disconnect,16.04.2024 17:31:10 da qarzdor: 3403380.88
021190549497,Connect,16.04.2024 17:31:10 da haqdor: -104740.74
021190436284,Connect,16.04.2024 17:31:10 da haqdor: -20080.4
021230037210,Disconnect,16.04.2024 17:31:10 da qarzdor: 4282886.47
021190326080,Disconnect,16.04.2024 17:31:10 da qarzdor: 376049.72
021191020535,Connect,16.04.2024 17:31:10 da haqdor: -785.75
021230309779,Disconnect,16.04.2024 17:31:10 da qarzdor: 719278.24
021230309474,Disconnect,16.04.2024 17:31:10 da qarzdor: 36148.42
021190531229,Connect,16.04.2024 17:31:10 da haqdor: -36036.1
021230312820,Disconnect,16.04.2024 17:31:10 da qarzdor: 235293.55
021191020195,Disconnect,16.04.2024 17:31:10 da qarzdor: 24234.94
021230312618,Disconnect,16.04.2024 17:31:10 da qarzdor: 4354
021198261954,Connect,16.04.2024 17:31:10 da haqdor: -15240.82
021180042154,Connect,16.04.2024 17:31:11 da haqdor: -14329.2
023230072700,Disconnect,16.04.2024 17:31:11 da qarzdor: 0
021230002067,Connect,16.04.2024 17:31:11 da haqdor: -67615
021190332384,Connect,16.04.2024 17:31:11 da haqdor: -102574.5
021190240849,Disconnect,16.04.2024 17:31:11 da qarzdor: 8764.4
021190412242,Connect,16.04.2024 17:31:11 da haqdor: -53409.43
021198029897,Connect,16.04.2024 17:31:11 da haqdor: -14547.79
021190407701,Connect,16.04.2024 17:31:11 da haqdor: -66470.97
021198069779,Connect,16.04.2024 17:31:11 da haqdor: -228720.28
021190348285,Disconnect,16.04.2024 17:31:11 da qarzdor: 600114.99
021190532610,Connect,16.04.2024 17:31:11 da haqdor: -49142.34
021190677814,Connect,16.04.2024 17:31:11 da haqdor: -23648.93
021230049336,Disconnect,16.04.2024 17:31:11 da qarzdor: 48255.31
021198077773,Connect,16.04.2024 17:31:11 da haqdor: -664.9
021221203698,Disconnect,16.04.2024 17:31:11 da qarzdor: 18581.79
021198085878,Disconnect,16.04.2024 17:31:11 da qarzdor: 2104868.71
021180145560,Connect,16.04.2024 17:31:11 da haqdor: -101968.39
