METER_NO,TASK,REASON
111230220169,Disconnect,16.04.2024 17:29:57 da qarzdor: 42358.66
121205689382,Connect,16.04.2024 17:29:57 da haqdor: -39761.96
111210093068,Disconnect,16.04.2024 17:29:57 da qarzdor: 2043396.85
021190341539,Connect,16.04.2024 17:29:57 da haqdor: -39856.4
111210614823,Disconnect,16.04.2024 17:29:57 da qarzdor: 52085.46
111210554656,Disconnect,16.04.2024 17:29:57 da qarzdor: 263570.16
111210260109,Disconnect,16.04.2024 17:29:57 da qarzdor: 8134.71
121205817957,Connect,16.04.2024 17:29:57 da haqdor: -55754.57
021218392003,Disconnect,16.04.2024 17:29:57 da qarzdor: 1300.7
111200306951,Disconnect,16.04.2024 17:29:57 da qarzdor: 5125
121206302048,Disconnect,16.04.2024 17:29:57 da qarzdor: 1290685.06
111200787812,Disconnect,16.04.2024 17:29:57 da qarzdor: 1607.44
021190603209,Disconnect,16.04.2024 17:29:57 da qarzdor: 827.91
021190771417,Disconnect,16.04.2024 17:29:57 da qarzdor: 5578.4
021198172629,Disconnect,16.04.2024 17:29:57 da qarzdor: 443.53
021230301848,Disconnect,16.04.2024 17:29:57 da qarzdor: 470530
111200027378,Disconnect,16.04.2024 17:29:58 da qarzdor: 412.65
121205447571,Disconnect,16.04.2024 17:29:58 da qarzdor: 140
021218341415,Disconnect,16.04.2024 17:29:58 da qarzdor: 3391.21
111200074765,Disconnect,16.04.2024 17:29:58 da qarzdor: 46984.59
111210754946,Disconnect,16.04.2024 17:29:58 da qarzdor: 244942.68
EX-3367901,Disconnect,16.04.2024 17:29:58 da qarzdor: 36380.43
021190529121,Disconnect,16.04.2024 17:29:58 da qarzdor: 12063.59
021230307693,Disconnect,16.04.2024 17:29:58 da qarzdor: 1386297.34
021190436773,Connect,16.04.2024 17:29:58 da haqdor: -606.08
021190358053,Connect,16.04.2024 17:29:58 da haqdor: -52523.02
021198269802,Disconnect,16.04.2024 17:29:58 da qarzdor: 2280272.93
021190325802,Disconnect,16.04.2024 17:29:58 da qarzdor: 4664.08
021190814400,Disconnect,16.04.2024 17:29:58 da qarzdor: 383406.93
021190680087,Connect,16.04.2024 17:29:58 da haqdor: -3369.54
021180133637,Connect,16.04.2024 17:29:58 da haqdor: -7803.72
021180131546,Connect,16.04.2024 17:29:58 da haqdor: -426.56
021190687898,Connect,16.04.2024 17:29:58 da haqdor: -9054.55
021230308555,Disconnect,16.04.2024 17:29:58 da qarzdor: 35960.61
021190336882,Disconnect,16.04.2024 17:29:58 da qarzdor: 6488890.5
111230270031,Disconnect,16.04.2024 17:29:58 da qarzdor: 0
111200197925,Connect,16.04.2024 17:29:59 da haqdor: -44015.32
111200613721,Disconnect,16.04.2024 17:29:59 da qarzdor: 79226.39
201910016372,Disconnect,16.04.2024 17:29:59 da qarzdor: 11107.39
201920041440,Disconnect,16.04.2024 17:29:59 da qarzdor: 4810814.5
111201067120,Disconnect,16.04.2024 17:29:59 da qarzdor: 9832.62
111230202843,Disconnect,16.04.2024 17:29:59 da qarzdor: 390982.4
111201112771,Disconnect,16.04.2024 17:29:59 da qarzdor: 7818.14
201920041700,Connect,16.04.2024 17:29:59 da haqdor: -84309.24
021198272284,Connect,16.04.2024 17:29:59 da haqdor: -31895.3
111200914891,Connect,16.04.2024 17:29:59 da haqdor: -63580.45
121206844926,Connect,16.04.2024 17:29:59 da haqdor: -34611.45
111220035185,Disconnect,16.04.2024 17:29:59 da qarzdor: 23586.76
111220167522,Connect,16.04.2024 17:29:59 da haqdor: -112278.72
111200331440,Connect,16.04.2024 17:29:59 da haqdor: -63694.77
201923013033,Connect,16.04.2024 17:29:59 da haqdor: -38317.35
021198136160,Disconnect,16.04.2024 17:29:59 da qarzdor: 141.93
111210573504,Disconnect,16.04.2024 17:29:59 da qarzdor: 273959.16
121206491438,Disconnect,16.04.2024 17:29:59 da qarzdor: 138.97
EX-2908314,Disconnect,16.04.2024 17:29:59 da qarzdor: 833.14
021191020792,Connect,16.04.2024 17:29:59 da haqdor: -2709.34
021221195982,Disconnect,16.04.2024 17:29:59 da qarzdor: 948425
021190346777,Connect,16.04.2024 17:30:00 da haqdor: -76321.08
021190335158,Connect,16.04.2024 17:30:00 da haqdor: -52649.3
021190818052,Disconnect,16.04.2024 17:30:00 da qarzdor: 0
021190356920,Connect,16.04.2024 17:30:00 da haqdor: -54568.12
021190823581,Disconnect,16.04.2024 17:30:00 da qarzdor: 970628.88
023190008999,Disconnect,16.04.2024 17:30:00 da qarzdor: 94193.7
021230004594,Disconnect,16.04.2024 17:30:00 da qarzdor: 176188.97
021190330786,Connect,16.04.2024 17:30:00 da haqdor: -2987.25
021230047909,Connect,16.04.2024 17:30:00 da haqdor: -47893.26
021190333208,Connect,16.04.2024 17:30:00 da haqdor: -52484.21
021190554318,Connect,16.04.2024 17:30:00 da haqdor: -53119.46
021190686226,Connect,16.04.2024 17:30:00 da haqdor: -12591.8
021190691562,Connect,16.04.2024 17:30:00 da haqdor: -4101.4
021198091599,Connect,16.04.2024 17:30:00 da haqdor: -31291.92
021190408229,Connect,16.04.2024 17:30:00 da haqdor: -1659.23
021190535930,Disconnect,16.04.2024 17:30:00 da qarzdor: 32729.63
021190691355,Connect,16.04.2024 17:30:00 da haqdor: -51009.32
021190358063,Connect,16.04.2024 17:30:01 da haqdor: -14058.1
021198257670,Connect,16.04.2024 17:30:01 da haqdor: -27768
021191020073,Disconnect,16.04.2024 17:30:01 da qarzdor: 230102.11
021190533817,Connect,16.04.2024 17:30:01 da haqdor: -54028.85
021230008284,Disconnect,16.04.2024 17:30:01 da qarzdor: 0
021198075738,Disconnect,16.04.2024 17:30:01 da qarzdor: 2171.93
021190332497,Connect,16.04.2024 17:30:01 da haqdor: -113120.58
021198079714,Connect,16.04.2024 17:30:01 da haqdor: -34932.2
021190333454,Connect,16.04.2024 17:30:01 da haqdor: -24675.74
021230017798,Disconnect,16.04.2024 17:30:01 da qarzdor: 404615.28
021198092439,Connect,16.04.2024 17:30:01 da haqdor: -23995.07
021198262958,Disconnect,16.04.2024 17:30:01 da qarzdor: 705808.53
021191049225,Connect,16.04.2024 17:30:01 da haqdor: -74420
023220068334,Connect,16.04.2024 17:30:01 da haqdor: -135575.5
021180043610,Connect,16.04.2024 17:30:01 da haqdor: -14279.58
021198090716,Disconnect,16.04.2024 17:30:01 da qarzdor: 1569167.63
021198272315,Connect,16.04.2024 17:30:01 da haqdor: -13821.39
021190276017,Connect,16.04.2024 17:30:01 da haqdor: -46479.44
023220068894,Connect,16.04.2024 17:30:01 da haqdor: -502000
021190337913,Disconnect,16.04.2024 17:30:01 da qarzdor: 169438.4
021230311058,Disconnect,16.04.2024 17:30:02 da qarzdor: 0
021221190949,Disconnect,16.04.2024 17:30:02 da qarzdor: 0
021190324489,Disconnect,16.04.2024 17:30:02 da qarzdor: 10929633.13
021191016964,Disconnect,16.04.2024 17:30:02 da qarzdor: 2957518.24
021198072022,Disconnect,16.04.2024 17:30:02 da qarzdor: 3864524.61
111200633486,Disconnect,16.04.2024 17:30:02 da qarzdor: 165977.39
111220008288,Disconnect,16.04.2024 17:30:02 da qarzdor: 0
201920059010,Disconnect,16.04.2024 17:30:02 da qarzdor: 4905.35
111220115507,Disconnect,16.04.2024 17:30:02 da qarzdor: 0
111200527135,Connect,16.04.2024 17:30:02 da haqdor: -12807.32
111201117497,Connect,16.04.2024 17:30:02 da haqdor: -232549.99
111190022276,Disconnect,16.04.2024 17:30:02 da qarzdor: 260993.22
111220113794,Disconnect,16.04.2024 17:30:02 da qarzdor: 0
111190004042,Disconnect,16.04.2024 17:30:02 da qarzdor: 362453.84
111210817604,Disconnect,16.04.2024 17:30:02 da qarzdor: 2750564.47
201920014819,Disconnect,16.04.2024 17:30:02 da qarzdor: 2345.96
111201036688,Connect,16.04.2024 17:30:02 da haqdor: -14582.69
113230201719,Connect,16.04.2024 17:30:03 da haqdor: -173854.58
111210884003,Connect,16.04.2024 17:30:03 da haqdor: -796391.99
111200512890,Disconnect,16.04.2024 17:30:03 da qarzdor: 850
111201117030,Connect,16.04.2024 17:30:03 da haqdor: -57822.05
111201069837,Connect,16.04.2024 17:30:03 da haqdor: -23561.17
111200291806,Disconnect,16.04.2024 17:30:03 da qarzdor: 9302.39
111220000021,Disconnect,16.04.2024 17:30:03 da qarzdor: 2221055
111200914642,Connect,16.04.2024 17:30:03 da haqdor: -37409.28
111220014154,Disconnect,16.04.2024 17:30:03 da qarzdor: 5310
113210040367,Connect,16.04.2024 17:30:03 da haqdor: -178519.61
021191019589,Connect,16.04.2024 17:30:03 da haqdor: -3522.65
021198068705,Connect,16.04.2024 17:30:03 da haqdor: -71890.2
111200733181,Disconnect,16.04.2024 17:30:03 da qarzdor: 121382.71
111200325113,Disconnect,16.04.2024 17:30:03 da qarzdor: 1051054.42
121205309131,Disconnect,16.04.2024 17:30:03 da qarzdor: 166.79
111210123461,Connect,16.04.2024 17:30:03 da haqdor: -42342.23
021190968191,Disconnect,16.04.2024 17:30:03 da qarzdor: 138.8
111210246937,Disconnect,16.04.2024 17:30:03 da qarzdor: 599.1
111220128115,Disconnect,16.04.2024 17:30:03 da qarzdor: 2972501.96
111210093068,Disconnect,16.04.2024 17:30:03 da qarzdor: 2043396.85
111210447037,Disconnect,16.04.2024 17:30:04 da qarzdor: 869.74
111220102915,Connect,16.04.2024 17:30:04 da haqdor: -794
121206540720,Disconnect,16.04.2024 17:30:04 da qarzdor: 104535
121205926256,Disconnect,16.04.2024 17:30:04 da qarzdor: 241.04
021198160041,Disconnect,16.04.2024 17:30:04 da qarzdor: 2072.68
111210459646,Connect,16.04.2024 17:30:04 da haqdor: -37569.21
021190540156,Connect,16.04.2024 17:30:04 da haqdor: -39784.29
021180138038,Disconnect,16.04.2024 17:30:04 da qarzdor: 6226564.22
021190533422,Disconnect,16.04.2024 17:30:04 da qarzdor: 593876.98
021191017022,Disconnect,16.04.2024 17:30:04 da qarzdor: 9977.12
021198066801,Disconnect,16.04.2024 17:30:04 da qarzdor: 223675.58
201920057700,Connect,16.04.2024 17:30:04 da haqdor: -4488.82
111200363714,Disconnect,16.04.2024 17:30:04 da qarzdor: 1364205.39
111220036633,Connect,16.04.2024 17:30:04 da haqdor: -19058.3
111190408380,Connect,16.04.2024 17:30:04 da haqdor: -4234.7
201920071442,Disconnect,16.04.2024 17:30:04 da qarzdor: 65480.88
201920044153,Disconnect,16.04.2024 17:30:04 da qarzdor: 2150419.1
111200351865,Connect,16.04.2024 17:30:04 da haqdor: -46027.33
111220145471,Disconnect,16.04.2024 17:30:05 da qarzdor: 0
201920065350,Connect,16.04.2024 17:30:05 da haqdor: -85810.44
111210270626,Connect,16.04.2024 17:30:05 da haqdor: -9880.08
113210040494,Connect,16.04.2024 17:30:05 da haqdor: -15998.98
111200756374,Connect,16.04.2024 17:30:05 da haqdor: -7789.14
111220070989,Disconnect,16.04.2024 17:30:05 da qarzdor: 2495114.5
113210024477,Disconnect,16.04.2024 17:30:05 da qarzdor: 177199.4
111210790949,Disconnect,16.04.2024 17:30:05 da qarzdor: 33258.8
111210876018,Connect,16.04.2024 17:30:05 da haqdor: -269396.49
111200355734,Disconnect,16.04.2024 17:30:05 da qarzdor: 413151.82
021211184282,Disconnect,16.04.2024 17:30:05 da qarzdor: 6880.37
121205423551,Disconnect,16.04.2024 17:30:05 da qarzdor: 15121.5
121206627669,Disconnect,16.04.2024 17:30:05 da qarzdor: 590
EX-2796005,Disconnect,16.04.2024 17:30:05 da qarzdor: 1883.47
121206361538,Disconnect,16.04.2024 17:30:05 da qarzdor: 527.36
121205449460,Disconnect,16.04.2024 17:30:05 da qarzdor: 2265.76
EX-2091452,Connect,16.04.2024 17:30:05 da haqdor: -49892.8
021198065498,Disconnect,16.04.2024 17:30:05 da qarzdor: 2584.44
121205348094,Disconnect,16.04.2024 17:30:05 da qarzdor: 199.97
021198161223,Disconnect,16.04.2024 17:30:05 da qarzdor: 23583.21
021190823040,Disconnect,16.04.2024 17:30:06 da qarzdor: 12022.68
021190333417,Connect,16.04.2024 17:30:06 da haqdor: -71475.54
021190553157,Connect,16.04.2024 17:30:06 da haqdor: -1473.22
021190328848,Disconnect,16.04.2024 17:30:06 da qarzdor: 1969527.81
021190357346,Connect,16.04.2024 17:30:06 da haqdor: -4395.77
021198201304,Disconnect,16.04.2024 17:30:06 da qarzdor: 60560.7
021190436547,Connect,16.04.2024 17:30:06 da haqdor: -49817.35
021221178964,Disconnect,16.04.2024 17:30:06 da qarzdor: 1351936.29
021198199654,Connect,16.04.2024 17:30:06 da haqdor: -1091.19
021191014839,Connect,16.04.2024 17:30:06 da haqdor: -1628.33
021190553943,Disconnect,16.04.2024 17:30:06 da qarzdor: 886.56
021190280502,Disconnect,16.04.2024 17:30:06 da qarzdor: 85995.73
021190332876,Connect,16.04.2024 17:30:06 da haqdor: -3941
021169003514,Connect,16.04.2024 17:30:06 da haqdor: -16928.2
021191018110,Disconnect,16.04.2024 17:30:06 da qarzdor: 8926.06
021190247234,Connect,16.04.2024 17:30:06 da haqdor: -16689
021180146824,Connect,16.04.2024 17:30:06 da haqdor: -4714.97
021190329231,Connect,16.04.2024 17:30:06 da haqdor: -81594.45
021190340089,Connect,16.04.2024 17:30:07 da haqdor: -31044.62
021190816576,Disconnect,16.04.2024 17:30:07 da qarzdor: 298.75
021198090942,Connect,16.04.2024 17:30:07 da haqdor: -1775.64
021198074436,Connect,16.04.2024 17:30:07 da haqdor: -54451.24
021190820193,Disconnect,16.04.2024 17:30:07 da qarzdor: 149227.44
021221178769,Disconnect,16.04.2024 17:30:07 da qarzdor: 936625
021180138012,Connect,16.04.2024 17:30:07 da haqdor: -2747
021218313183,Disconnect,16.04.2024 17:30:07 da qarzdor: 52612.93
021180042863,Connect,16.04.2024 17:30:07 da haqdor: -1323.22
023198001775,Disconnect,16.04.2024 17:30:07 da qarzdor: 488357.27
021230050508,Disconnect,16.04.2024 17:30:07 da qarzdor: 49395.98
021230010538,Disconnect,16.04.2024 17:30:07 da qarzdor: 161365
021190692665,Connect,16.04.2024 17:30:07 da haqdor: -4294.86
021190715365,Disconnect,16.04.2024 17:30:07 da qarzdor: 91.94
021198260603,Connect,16.04.2024 17:30:07 da haqdor: -149.52
111190099214,Disconnect,16.04.2024 17:30:07 da qarzdor: 113321.16
111190369666,Disconnect,16.04.2024 17:30:07 da qarzdor: 0
201840011737,Disconnect,16.04.2024 17:30:07 da qarzdor: 70689.62
201920044955,Disconnect,16.04.2024 17:30:08 da qarzdor: 16285.89
111190054397,Disconnect,16.04.2024 17:30:08 da qarzdor: 6157213.71
111200895611,Disconnect,16.04.2024 17:30:08 da qarzdor: 1180152.27
111210652630,Disconnect,16.04.2024 17:30:08 da qarzdor: 217560.94
201930002499,Disconnect,16.04.2024 17:30:08 da qarzdor: 5340.44
111200526998,Connect,16.04.2024 17:30:08 da haqdor: -32024.89
111190063735,Disconnect,16.04.2024 17:30:08 da qarzdor: 62281.72
111190364043,Connect,16.04.2024 17:30:08 da haqdor: -41347.23
111200892484,Connect,16.04.2024 17:30:08 da haqdor: -164872.19
111220071110,Connect,16.04.2024 17:30:08 da haqdor: -92192.68
111220163508,Disconnect,16.04.2024 17:30:08 da qarzdor: 1349034.75
121206837503,Connect,16.04.2024 17:30:08 da haqdor: -65989.27
111200113511,Disconnect,16.04.2024 17:30:08 da qarzdor: 1706911.36
111210202764,Connect,16.04.2024 17:30:08 da haqdor: -106016.75
EX-3163995,Connect,16.04.2024 17:30:08 da haqdor: -42707.78
111200238375,Connect,16.04.2024 17:30:08 da haqdor: -10107.66
121206691098,Disconnect,16.04.2024 17:30:08 da qarzdor: 20243.5
021230012681,Disconnect,16.04.2024 17:30:09 da qarzdor: 0
021180044606,Connect,16.04.2024 17:30:09 da haqdor: -4950.09
021198068132,Connect,16.04.2024 17:30:09 da haqdor: -32784.97
111220138076,Disconnect,16.04.2024 17:30:09 da qarzdor: 4219.68
021190689600,Connect,16.04.2024 17:30:09 da haqdor: -34029.22
121206884538,Disconnect,16.04.2024 17:30:09 da qarzdor: 4724161.63
201830003493,Connect,16.04.2024 17:30:09 da haqdor: -18023.44
111210687642,Disconnect,16.04.2024 17:30:09 da qarzdor: 21259.04
EX-2791418,Connect,16.04.2024 17:30:09 da haqdor: -9409.21
111210024575,Disconnect,16.04.2024 17:30:09 da qarzdor: 343172.25
021198122171,Disconnect,16.04.2024 17:30:09 da qarzdor: 647.76
021230313169,Disconnect,16.04.2024 17:30:09 da qarzdor: 13930.97
EX-3464074,Disconnect,16.04.2024 17:30:09 da qarzdor: 619.03
021191115115,Connect,16.04.2024 17:30:09 da haqdor: -45138.72
111200006504,Disconnect,16.04.2024 17:30:09 da qarzdor: 13426.79
123200499224,Disconnect,16.04.2024 17:30:09 da qarzdor: 8852.35
111210606618,Disconnect,16.04.2024 17:30:09 da qarzdor: 35.53
021190337606,Connect,16.04.2024 17:30:09 da haqdor: -20845.9
023198001748,Connect,16.04.2024 17:30:09 da haqdor: -125726.57
021198259654,Connect,16.04.2024 17:30:09 da haqdor: -3885
021190535629,Connect,16.04.2024 17:30:09 da haqdor: -32920.61
021190679857,Connect,16.04.2024 17:30:10 da haqdor: -21461.23
021190321154,Disconnect,16.04.2024 17:30:10 da qarzdor: 966225
021190444107,Connect,16.04.2024 17:30:10 da haqdor: -69395.8
021190552188,Connect,16.04.2024 17:30:10 da haqdor: -64070.84
021190280402,Connect,16.04.2024 17:30:10 da haqdor: -42907.39
021191018400,Connect,16.04.2024 17:30:10 da haqdor: -2158.09
021190412589,Connect,16.04.2024 17:30:10 da haqdor: -98217.54
021190321660,Connect,16.04.2024 17:30:10 da haqdor: -4690
021180133802,Connect,16.04.2024 17:30:10 da haqdor: -1159.62
021190323284,Disconnect,16.04.2024 17:30:10 da qarzdor: 9137.05
021190543940,Connect,16.04.2024 17:30:10 da haqdor: -75237.14
021190687288,Connect,16.04.2024 17:30:10 da haqdor: -3564.52
021190245905,Connect,16.04.2024 17:30:10 da haqdor: -3249.62
021230301555,Disconnect,16.04.2024 17:30:10 da qarzdor: 6490
021190277054,Connect,16.04.2024 17:30:10 da haqdor: -4175.53
021190436267,Connect,16.04.2024 17:30:10 da haqdor: -3273.9
021230307652,Connect,16.04.2024 17:30:10 da haqdor: -3879.92
021190323811,Disconnect,16.04.2024 17:30:10 da qarzdor: 10565993.7
111210206850,Connect,16.04.2024 17:30:10 da haqdor: -106335.04
111220106357,Disconnect,16.04.2024 17:30:10 da qarzdor: 0
201920056062,Disconnect,16.04.2024 17:30:10 da qarzdor: 36160.11
111210212284,Disconnect,16.04.2024 17:30:11 da qarzdor: 841197.47
111201072072,Connect,16.04.2024 17:30:11 da haqdor: -2866.26
111230250526,Disconnect,16.04.2024 17:30:11 da qarzdor: 430305.47
111200670207,Disconnect,16.04.2024 17:30:11 da qarzdor: 0
121206860406,Disconnect,16.04.2024 17:30:11 da qarzdor: 0
111200176859,Disconnect,16.04.2024 17:30:11 da qarzdor: 4404798.32
021190808839,Disconnect,16.04.2024 17:30:11 da qarzdor: 2617.09
EX-2535512,Connect,16.04.2024 17:30:11 da haqdor: -4715.22
111200612910,Disconnect,16.04.2024 17:30:11 da qarzdor: 27373.07
111210078489,Connect,16.04.2024 17:30:11 da haqdor: -18837.67
021218360742,Disconnect,16.04.2024 17:30:11 da qarzdor: 4349.6
111210233004,Disconnect,16.04.2024 17:30:11 da qarzdor: 70473.49
121205793760,Connect,16.04.2024 17:30:11 da haqdor: -19019.06
111190081388,Disconnect,16.04.2024 17:30:11 da qarzdor: 207471.84
021190600679,Disconnect,16.04.2024 17:30:11 da qarzdor: 63.34
111210289787,Disconnect,16.04.2024 17:30:11 da qarzdor: 4213.53
111220128115,Disconnect,16.04.2024 17:30:11 da qarzdor: 2972501.96
121206162621,Disconnect,16.04.2024 17:30:11 da qarzdor: 277.42
111210202171,Disconnect,16.04.2024 17:30:11 da qarzdor: 48838.04
111200442055,Disconnect,16.04.2024 17:30:12 da qarzdor: 868.82
111190040191,Disconnect,16.04.2024 17:30:12 da qarzdor: 52372.53
202110000252,Disconnect,16.04.2024 17:30:12 da qarzdor: 780.29
111210051044,Disconnect,16.04.2024 17:30:12 da qarzdor: 50217.61
021190549300,Connect,16.04.2024 17:30:12 da haqdor: -4967.24
021190278603,Disconnect,16.04.2024 17:30:12 da qarzdor: 606664.15
021190549464,Connect,16.04.2024 17:30:12 da haqdor: -51862.82
021198088056,Connect,16.04.2024 17:30:12 da haqdor: -51120.2
021190240680,Disconnect,16.04.2024 17:30:12 da qarzdor: 1019.54
111210643209,Connect,16.04.2024 17:30:12 da haqdor: -52012.53
021180049535,Connect,16.04.2024 17:30:12 da haqdor: -633
023230073866,Connect,16.04.2024 17:30:12 da haqdor: -248191.5
021190686706,Connect,16.04.2024 17:30:12 da haqdor: -22596.28
021198069199,Connect,16.04.2024 17:30:12 da haqdor: -1737
021190528918,Connect,16.04.2024 17:30:12 da haqdor: -2071.62
123200448469,Connect,16.04.2024 17:30:12 da haqdor: -279789.44
111230263212,Disconnect,16.04.2024 17:30:12 da qarzdor: 590
021230007271,Disconnect,16.04.2024 17:30:12 da qarzdor: 1748077.5
111200075202,Connect,16.04.2024 17:30:12 da haqdor: -38349.42
021221200517,Disconnect,16.04.2024 17:30:12 da qarzdor: 85289.25
201820018919,Disconnect,16.04.2024 17:30:13 da qarzdor: 1811719.88
201820006757,Disconnect,16.04.2024 17:30:13 da qarzdor: 9126.69
201820038651,Disconnect,16.04.2024 17:30:13 da qarzdor: 134360.34
111220055710,Disconnect,16.04.2024 17:30:13 da qarzdor: 208565
201840012590,Disconnect,16.04.2024 17:30:13 da qarzdor: 2049002.64
201830028854,Disconnect,16.04.2024 17:30:13 da qarzdor: 284015.33
021191020049,Connect,16.04.2024 17:30:13 da haqdor: -53958.31
021180046813,Disconnect,16.04.2024 17:30:13 da qarzdor: 1966546.06
111220106182,Disconnect,16.04.2024 17:30:13 da qarzdor: 0
111190062602,Disconnect,16.04.2024 17:30:13 da qarzdor: 23131.2
111220092140,Connect,16.04.2024 17:30:13 da haqdor: -184479.95
111201030031,Connect,16.04.2024 17:30:13 da haqdor: -26781.42
111200232113,Disconnect,16.04.2024 17:30:13 da qarzdor: 755674.54
111230265222,Disconnect,16.04.2024 17:30:13 da qarzdor: 0
021180133706,Disconnect,16.04.2024 17:30:13 da qarzdor: 203293.3
021198203950,Connect,16.04.2024 17:30:13 da haqdor: -6974.1
111210594198,Connect,16.04.2024 17:30:13 da haqdor: -75560
111200102305,Connect,16.04.2024 17:30:13 da haqdor: -13886.94
201910015010,Connect,16.04.2024 17:30:13 da haqdor: -23307.84
111200199869,Connect,16.04.2024 17:30:13 da haqdor: -284533.11
021198263767,Connect,16.04.2024 17:30:13 da haqdor: -1868.53
111220103202,Disconnect,16.04.2024 17:30:13 da qarzdor: 0
111220064535,Disconnect,16.04.2024 17:30:14 da qarzdor: 598850
111210875226,Connect,16.04.2024 17:30:14 da haqdor: -119211.75
111220142642,Disconnect,16.04.2024 17:30:14 da qarzdor: 1039392.48
EX-3594540,Disconnect,16.04.2024 17:30:14 da qarzdor: 320783.97
111220136027,Disconnect,16.04.2024 17:30:14 da qarzdor: 18585
111230203482,Disconnect,16.04.2024 17:30:14 da qarzdor: 127689
021190527979,Connect,16.04.2024 17:30:14 da haqdor: -19986.26
EX-2656411,Disconnect,16.04.2024 17:30:14 da qarzdor: 497.74
021191014310,Disconnect,16.04.2024 17:30:14 da qarzdor: 7134475.75
021180140411,Connect,16.04.2024 17:30:14 da haqdor: -102730.54
201840022102,Disconnect,16.04.2024 17:30:14 da qarzdor: 7901.8
111220051910,Disconnect,16.04.2024 17:30:14 da qarzdor: 19618.17
021191049665,Disconnect,16.04.2024 17:30:14 da qarzdor: 2014312.86
021180045665,Disconnect,16.04.2024 17:30:14 da qarzdor: 162508
023220067903,Disconnect,16.04.2024 17:30:14 da qarzdor: 77795.55
201840013544,Disconnect,16.04.2024 17:30:14 da qarzdor: 98725.26
111200475962,Connect,16.04.2024 17:30:14 da haqdor: -51604.06
021190822808,Disconnect,16.04.2024 17:30:14 da qarzdor: 311458.69
021198077375,Connect,16.04.2024 17:30:14 da haqdor: -979.83
111190056793,Connect,16.04.2024 17:30:14 da haqdor: -43671.03
111230276911,Disconnect,16.04.2024 17:30:15 da qarzdor: 590
111201113516,Connect,16.04.2024 17:30:15 da haqdor: -16169.93
021198083500,Connect,16.04.2024 17:30:15 da haqdor: -24032.39
021198090362,Connect,16.04.2024 17:30:15 da haqdor: -54154.58
021230049358,Disconnect,16.04.2024 17:30:15 da qarzdor: 330925.36
021190232477,Disconnect,16.04.2024 17:30:15 da qarzdor: 6435579.21
111190354170,Connect,16.04.2024 17:30:15 da haqdor: -105500.12
201920011391,Connect,16.04.2024 17:30:15 da haqdor: -22525.72
021190531557,Connect,16.04.2024 17:30:15 da haqdor: -73188.15
111230261803,Disconnect,16.04.2024 17:30:15 da qarzdor: 0
021180147050,Connect,16.04.2024 17:30:15 da haqdor: -537.12
201820003338,Disconnect,16.04.2024 17:30:15 da qarzdor: 6935188.94
021198200794,Connect,16.04.2024 17:30:15 da haqdor: -48720
111190074598,Disconnect,16.04.2024 17:30:15 da qarzdor: 19858.18
021198085712,Connect,16.04.2024 17:30:15 da haqdor: -21469.72
021180047757,Connect,16.04.2024 17:30:15 da haqdor: -200874.7
201820031191,Disconnect,16.04.2024 17:30:15 da qarzdor: 48130.52
111220037952,Disconnect,16.04.2024 17:30:15 da qarzdor: 5026.83
201820039344,Disconnect,16.04.2024 17:30:15 da qarzdor: 313603.42
201840013805,Disconnect,16.04.2024 17:30:15 da qarzdor: 947519.48
201840013267,Disconnect,16.04.2024 17:30:16 da qarzdor: 2130.62
111220049037,Disconnect,16.04.2024 17:30:16 da qarzdor: 562871.51
201840012340,Disconnect,16.04.2024 17:30:16 da qarzdor: 1300163.58
201820029704,Connect,16.04.2024 17:30:16 da haqdor: -10892.31
201840014640,Disconnect,16.04.2024 17:30:16 da qarzdor: 263721.53
201820038455,Disconnect,16.04.2024 17:30:16 da qarzdor: 283456.42
201820030763,Disconnect,16.04.2024 17:30:16 da qarzdor: 35748.51
201820027570,Disconnect,16.04.2024 17:30:16 da qarzdor: 9945.72
021198080539,Disconnect,16.04.2024 17:30:16 da qarzdor: 34981.41
021190405617,Connect,16.04.2024 17:30:16 da haqdor: -4016.9
021190684831,Connect,16.04.2024 17:30:16 da haqdor: -45770
121206365063,Connect,16.04.2024 17:30:16 da haqdor: -32327.79
EX-3597681,Connect,16.04.2024 17:30:16 da haqdor: -190239.61
021190405329,Connect,16.04.2024 17:30:16 da haqdor: -151973.03
021198069058,Disconnect,16.04.2024 17:30:16 da qarzdor: 10920.67
021180076561,Connect,16.04.2024 17:30:16 da haqdor: -52878.9
021180041292,Connect,16.04.2024 17:30:16 da haqdor: -5430.6
021180048059,Connect,16.04.2024 17:30:17 da haqdor: -70533.88
021190243610,Connect,16.04.2024 17:30:17 da haqdor: -4604.24
111210882001,Disconnect,16.04.2024 17:30:17 da qarzdor: 4560429.35
201920015208,Connect,16.04.2024 17:30:17 da haqdor: -12042.31
111230255592,Disconnect,16.04.2024 17:30:17 da qarzdor: 295
021190607996,Connect,16.04.2024 17:30:17 da haqdor: -37355.95
111210876444,Disconnect,16.04.2024 17:30:17 da qarzdor: 1040.52
121206735997,Disconnect,16.04.2024 17:30:17 da qarzdor: 498887.99
111230241123,Disconnect,16.04.2024 17:30:17 da qarzdor: 295
201820021568,Disconnect,16.04.2024 17:30:17 da qarzdor: 782.23
201820001024,Disconnect,16.04.2024 17:30:17 da qarzdor: 3880.31
201820019414,Disconnect,16.04.2024 17:30:17 da qarzdor: 1209279.75
